key_bom,bom_title,bom_budget,bom_worldwide_revenue,revenue
b9531,paul blart: mall cop,26000000.0,183293131.0,6.049735807692308
b9532,paul blart: mall cop 2,30000000.0,107588225.0,2.5862741666666667
b9546,pay it forward,40000000.0,55707411.0,0.392685275
b9547,payback,90000000.0,161626121.0,0.7958457888888889
b9549,paycheck,60000000.0,96269812.0,0.6044968666666667
b9556,pearl harbor,140000000.0,449220945.0,2.208721035714286
b9568,penguins of madagascar,132000000.0,373015621.0,1.8258759166666667
b9574,people like us,16000000.0,12434778.0,-0.222826375
b9580,percy jackson &amp; the olympians: the lightning thief,95000000.0,226497209.0,1.3841811473684211
b9581,percy jackson: sea of monsters,90000000.0,199850315.0,1.2205590555555557
b9586,perfect creature,20000000.0,1012639.0,-0.94936805
b9592,perfume - the story of a murderer,60000000.0,135039943.0,1.2506657166666666
b9611,pete's dragon (2016),65000000.0,143695338.0,1.2106975076923077
b9614,peter pan,100000000.0,121975011.0,0.21975011
b9634,phat girlz,3000000.0,7403491.0,1.4678303333333333
b9639,philadelphia,26000000.0,206678440.0,6.949170769230769
b9640,philomena,12000000.0,100129872.0,7.344156
b9648,phone booth,13000000.0,97837138.0,6.525933692307692
b9662,pieces of april,300000.0,3272028.0,9.90676
b9672,pineapple express,27000000.0,101624843.0,2.763883074074074
b9690,piranha 3d,24000000.0,83188165.0,2.4661735416666666
b9692,pirate radio,50000000.0,36348784.0,-0.27302432
b9694,pirates of the caribbean: at world's end,300000000.0,963420425.0,2.2114014166666665
b9695,pirates of the caribbean: dead man's chest,225000000.0,1066179725.0,3.7385765555555555
b9697,pirates of the caribbean: on stranger tides,250000000.0,1045713802.0,3.182855208
b9698,pirates of the caribbean: the curse of the black pearl,140000000.0,654264015.0,3.673314392857143
b9700,pitch black,23000000.0,53187659.0,1.3125069130434783
b9701,pitch perfect,17000000.0,115350426.0,5.785319176470588
b9702,pitch perfect 2,29000000.0,287506194.0,8.914006689655173
b9705,pixels,88000000.0,244874809.0,1.7826682840909092
b9712,planes,50000000.0,239258712.0,3.78517424
b9714,planes: fire &amp; rescue,50000000.0,151386640.0,2.0277328
b9715,planet 51,70000000.0,105647102.0,0.5092443142857143
b9719,planet of the apes (2001),100000000.0,362211740.0,2.6221174
b9724,play it to the bone,24000000.0,8434146.0,-0.64857725
b9733,pleasantville,60000000.0,49805462.0,-0.16990896666666666
b9734,please give,3000000.0,4313085.0,0.437695
b9747,point break (2015),105000000.0,133718711.0,0.27351153333333333
b9753,pokemon 3: the movie,16000000.0,68411275.0,3.2757046875
b9756,pokemon: the first movie,30000000.0,163644662.0,4.454822066666667
b9757,pokemon: the movie 2000,30000000.0,133949270.0,3.4649756666666667
b9775,poltergeist (2015),35000000.0,95437994.0,1.7267998285714286
b9780,pompeii,100000000.0,117831631.0,0.17831631
b9785,pooh's heffalump movie,20000000.0,52858433.0,1.64292165
b9804,poseidon,160000000.0,181674817.0,0.13546760625
b9812,postal,15000000.0,146741.0,-0.9902172666666667
b9824,power rangers (2017),100000000.0,129010590.0,0.2901059
b9836,"""precious: based on the novel """"push"""" by sapphire""",10000000.0,63647833.0,5.3647833
b9837,predator,15000000.0,98267558.0,5.551170533333333
b9840,predators,40000000.0,127233108.0,2.1808277
b9846,premium rush,35000000.0,31083599.0,-0.11189717142857143
b9847,premonition,20000000.0,84146832.0,3.2073416
b9856,pretty woman,14000000.0,463406268.0,32.100447714285714
b9860,price of glory,18000000.0,3548556.0,-0.802858
b9865,pride &amp; glory,30000000.0,31148328.0,0.0382776
b9869,pride and prejudice and zombies,28000000.0,16405171.0,-0.4141010357142857
b9870,priest,60000000.0,78309131.0,0.3051521833333333
b9873,primary colors,65000000.0,52090187.0,-0.1986125076923077
b9874,prime,22000000.0,67937494.0,2.088067909090909
b9882,prince of persia: the sands of time,200000000.0,336365676.0,0.68182838
b9891,prisoners,46000000.0,122126687.0,1.6549279782608695
b9908,project almanac,12000000.0,33213241.0,1.7677700833333334
b9914,prom,8000000.0,10130219.0,0.266277375
b9916,prom night (2008),20000000.0,57197876.0,1.8598938
b9918,prometheus,130000000.0,403354469.0,2.1027266846153845
b9924,proof of life,65000000.0,62761005.0,-0.034446076923076926
b9936,psycho (1998),60000000.0,37141130.0,-0.38098116666666665
b9943,public enemies,100000000.0,214104620.0,1.1410462
b9954,pulp fiction,8000000.0,213928762.0,25.74109525
b9955,pulse,20500000.0,29907685.0,0.4589114634146341
b9969,punisher: war zone,35000000.0,10100036.0,-0.7114275428571428
b9983,push,38000000.0,48858618.0,0.2857531052631579
b9987,puss in boots,130000000.0,554987477.0,3.2691344384615384
b9999,quantum of solace,200000000.0,586090727.0,1.930453635
b10000,quarantine,12000000.0,41319906.0,2.4433255
b10009,queen of katwe,15000000.0,10318027.0,-0.3121315333333333
b10011,queen of the damned,35000000.0,45479110.0,0.29940314285714287
b10034,r.i.p.d.,130000000.0,78324220.0,-0.397506
b10040,rv,50000000.0,87528173.0,0.75056346
b10045,rabbit hole,5000000.0,5129058.0,0.0258116
b10064,radio,35000000.0,53293628.0,0.5226750857142857
b10078,raiders of the lost ark,18000000.0,389925971.0,20.662553944444443
b10086,rain man,25000000.0,354825435.0,13.1930174
b10089,raise your voice,15000000.0,14867514.0,-0.0088324
b10105,rambo,50000000.0,113244290.0,1.2648858
b10106,rambo iii,63000000.0,189015611.0,2.000247793650794
b10108,ramona and beezus,15000000.0,27293743.0,0.8195828666666667
b10119,random hearts,64000000.0,74608570.0,0.16575890625
b10124,rango,135000000.0,245724603.0,0.8201822444444444
b10139,ratatouille,150000000.0,620702951.0,3.1380196733333334
b10146,ray,40000000.0,124731534.0,2.11828835
b10155,ready to rumble,24000000.0,12452362.0,-0.48115158333333335
b10172,rebound,33100000.0,17492014.0,-0.4715403625377643
b10174,recess: school's out,23000000.0,44460850.0,0.9330804347826087
b10178,red,58000000.0,199006387.0,2.431144603448276
b10181,red 2,84000000.0,148075565.0,0.7628043452380953
b10189,red dawn (2012),65000000.0,44806783.0,-0.3106648769230769
b10191,red dragon,78000000.0,209196298.0,1.6820038205128205
b10192,red eye,26000000.0,95577774.0,2.6760682307692307
b10202,red planet,80000000.0,33463969.0,-0.5817003875
b10203,red riding hood,42000000.0,89162162.0,1.122908619047619
b10216,red tails,58000000.0,50365377.0,-0.13163143103448277
b10219,redbelt,7000000.0,2674090.0,-0.6179871428571428
b10223,redline,26000000.0,8267379.0,-0.6820238846153847
b10241,reign over me,20000000.0,22222308.0,0.1111154
b10242,reign of fire,60000000.0,82150183.0,0.36916971666666665
b10244,reindeer games,42000000.0,32168970.0,-0.23407214285714287
b10247,religulous,2500000.0,13639115.0,4.455646
b10250,remember me,16000000.0,56032889.0,2.5020555625
b10255,remember the titans,30000000.0,136706683.0,3.556889433333333
b10259,renaissance,18000000.0,1831348.0,-0.8982584444444445
b10264,reno 911!: miami,10000000.0,22021262.0,1.2021262
b10266,rent,40000000.0,31670620.0,-0.2082345
b10272,repo men,32000000.0,18409891.0,-0.42469090625
b10284,resident evil,33000000.0,102984862.0,2.120753393939394
b10285,resident evil: afterlife,60000000.0,300228084.0,4.0038014
b10286,resident evil: apocalypse,45000000.0,129342769.0,1.8742837555555556
b10288,resident evil: retribution,65000000.0,240004424.0,2.6923757538461537
b10289,resident evil: the final chapter,40000000.0,312242626.0,6.80606565
b10294,restless (2011),8000000.0,163265.0,-0.979591875
b10308,return of the jedi,32500000.0,475106177.0,13.6186516
b10318,return to me,24000000.0,36609995.0,0.5254164583333333
b10319,return to never land,20000000.0,109862682.0,4.4931341
b10349,revolutionary road,35000000.0,75226021.0,1.1493148857142856
b10365,ricki and the flash,18000000.0,41325328.0,1.2958515555555556
b10369,riddick,38000000.0,98337295.0,1.587823552631579
b10372,ride along,25000000.0,154468902.0,5.17875608
b10373,ride along 2,40000000.0,124605297.0,2.115132425
b10387,righteous kill,60000000.0,78460699.0,0.3076783166666667
b10390,rings,25000000.0,83080890.0,2.3232356
b10391,rio,90000000.0,484635760.0,4.384841777777778
b10392,rio 2,103000000.0,500101972.0,3.8553589514563105
b10400,rise of the guardians,145000000.0,306941670.0,1.1168391034482759
b10402,rise of the planet of the apes,93000000.0,481801049.0,4.180656440860215
b10404,risen,20000000.0,46069568.0,1.3034784
b10422,road trip,16000000.0,119754278.0,6.484642375
b10426,road to perdition,80000000.0,181001478.0,1.262518475
b10437,robin hood,200000000.0,321669741.0,0.608348705
b10440,robin hood: prince of thieves,48000000.0,390493908.0,7.13528975
b10442,robocop (2014),100000000.0,242688965.0,1.42688965
b10451,robots,75000000.0,260718330.0,2.4762444
b10456,rock star,57000000.0,19334145.0,-0.6608044736842106
b10460,rock of ages,75000000.0,59418613.0,-0.20775182666666667
b10466,rocket science,6000000.0,759676.0,-0.8733873333333333
b10472,rocky balboa,24000000.0,155721132.0,5.4883805
b10481,roger and me,160000.0,7706368.0,47.1648
b10483,rogue one: a star wars story,200000000.0,1055849201.0,4.279246005
b10484,role models,28000000.0,92380927.0,2.2993188214285714
b10487,rollerball,70000000.0,25852764.0,-0.6306748
b10503,romeo must die,25000000.0,91036760.0,2.6414704
b10553,rugrats go wild,25000000.0,55405066.0,1.21620264
b10554,rugrats in paris: the movie,30000000.0,103291131.0,2.4430377
b10556,rules of engagement,60000000.0,71732303.0,0.19553838333333334
b10561,run all night,50000000.0,71661644.0,0.43323288
b10562,run fat boy run,10000000.0,33463522.0,2.3463522
b10568,runaway bride,70000000.0,309457509.0,3.4208215571428573
b10569,runaway jury,60000000.0,80154140.0,0.33590233333333336
b10572,runner runner,30000000.0,62675095.0,1.0891698333333333
b10578,running scared,15000000.0,9380029.0,-0.37466473333333333
b10586,rush (2013),38000000.0,90247624.0,1.3749374736842106
b10587,rush hour,33000000.0,244386864.0,6.405662545454545
b10588,rush hour 2,90000000.0,347325802.0,2.8591755777777776
b10589,rush hour 3,140000000.0,258022233.0,0.84301595
b10590,rushmore,9000000.0,17105219.0,0.9005798888888888
b10604,s.w.a.t.,80000000.0,207725639.0,1.5965704875
b10630,safe haven,28000000.0,97594140.0,2.485505
b10631,safe house,85000000.0,208076205.0,1.4479553529411764
b10637,sahara,130000000.0,119269486.0,-0.08254241538461539
b10649,saints and soldiers,780000.0,1310470.0,0.6800897435897436
b10658,salt,110000000.0,293503354.0,1.6682123090909091
b10672,san andreas,110000000.0,473990832.0,3.3090075636363636
b10674,sanctum,30000000.0,108609310.0,2.6203103333333333
b10713,sausage party,19000000.0,140705322.0,6.405543263157894
b10717,savages (2012),45000000.0,82966152.0,0.8436922666666666
b10724,saved!,5000000.0,10156933.0,1.0313866
b10727,saving grace,10000000.0,26330482.0,1.6330482
b10729,saving mr. banks,35000000.0,117867984.0,2.3676566857142856
b10732,saving private ryan,70000000.0,481840909.0,5.8834415571428575
b10734,saving silverman,22000000.0,26086706.0,0.18575936363636364
b10736,saw,1200000.0,104726993.0,86.27249416666666
b10738,saw 3d,20000000.0,136150434.0,5.8075217
b10739,saw ii,4000000.0,147748505.0,35.93712625
b10740,saw iii,10000000.0,164874275.0,15.4874275
b10742,saw v,10800000.0,113864059.0,9.542968425925926
b10743,saw vi,11000000.0,68233629.0,5.203057181818182
b10746,say it isn't so,25000000.0,12320393.0,-0.50718428
b10756,scary movie,19000000.0,278019771.0,13.63261952631579
b10757,scary movie 2,45000000.0,141220678.0,2.138237288888889
b10758,scary movie 3,48000000.0,220673217.0,3.5973586875
b10759,scary movie 4,45000000.0,178262620.0,2.9613915555555557
b10760,scary movie 5,20000000.0,78378744.0,2.9189372
b10767,schindler's list,22000000.0,321306305.0,13.604832045454545
b10772,school for scoundrels,35000000.0,23947685.0,-0.3157804285714286
b10774,school of rock,35000000.0,131282949.0,2.7509414
b10779,scooby-doo,84000000.0,275650703.0,2.281555988095238
b10785,scott pilgrim vs. the world,60000000.0,47664559.0,-0.20559068333333333
b10787,scouts guide to the zombie apocalypse,15000000.0,16137046.0,0.07580306666666667
b10789,scream,14000000.0,173046663.0,11.360475928571429
b10790,scream 2,24000000.0,172363301.0,6.181804208333333
b10791,scream 3,40000000.0,161834276.0,3.0458569
b10792,scream 4,40000000.0,97138686.0,1.42846715
b10797,screwed,10000000.0,7201701.0,-0.2798299
b10802,sea rex 3d: journey to a prehistoric world,5000000.0,16004150.0,2.20083
b10806,seabiscuit,87000000.0,148336445.0,0.7050166091954023
b10814,season of the witch,40000000.0,91627228.0,1.2906807
b10820,secondhand lions,30000000.0,47902566.0,0.5967522
b10826,secret window,40000000.0,92913171.0,1.322829275
b10827,secretariat,35000000.0,60251371.0,0.7214677428571429
b10833,see no evil,8000000.0,18564467.0,1.320558375
b10835,see spot run,35000000.0,43057552.0,0.23021577142857144
b10838,seed of chucky,12000000.0,24829644.0,1.069137
b10843,seeking a friend for the end of the world,10000000.0,9636289.0,-0.0363711
b10847,self/less,26000000.0,30523226.0,0.17397023076923077
b10848,selma,20000000.0,66787908.0,2.3393954
b10872,serenity,39000000.0,38869464.0,-0.003347076923076923
b10881,serving sara,29000000.0,20146150.0,-0.3053051724137931
b10884,set it off,9000000.0,41590886.0,3.6212095555555557
b10887,seven,33000000.0,327311859.0,8.918541181818181
b10891,seven pounds,55000000.0,168168201.0,2.0576036545454546
b10892,seven psychopaths,15000000.0,19422261.0,0.2948174
b10899,seventh son,95000000.0,114178613.0,0.20188013684210526
b10902,sex drive,19000000.0,18755936.0,-0.012845473684210526
b10906,sex tape,40000000.0,126069509.0,2.151737725
b10909,sex and zen 3d: extreme ecstasy,3500000.0,6369363.0,0.819818
b10910,sex and the city,65000000.0,415253641.0,5.388517553846154
b10911,sex and the city 2,100000000.0,288347692.0,1.88347692
b10928,shade,10000000.0,25032.0,-0.9974968
b10944,shaft,46000000.0,107196498.0,1.330358652173913
b10953,shakespeare in love,25000000.0,289317794.0,10.57271176
b10955,shall we dance,50000000.0,170128460.0,2.4025692
b10960,shallow hal,40000000.0,141069860.0,2.5267465
b10967,shanghai knights,50000000.0,88323487.0,0.76646974
b10968,shanghai noon,55000000.0,99274467.0,0.8049903090909091
b10975,shark night 3d,25000000.0,40136479.0,0.60545916
b10976,shark tale,75000000.0,367275019.0,3.897000253333333
b10988,she's all that,10000000.0,103166989.0,9.3166989
b10996,she's out of my league,20000000.0,49779728.0,1.4889864
b10998,she's the man,20000000.0,57194667.0,1.85973335
b11007,sherlock holmes,90000000.0,524028679.0,4.822540877777778
b11028,shoot 'em up,39000000.0,26820641.0,-0.3122912564102564
b11034,shooter,61000000.0,95696996.0,0.5688032131147541
b11050,shortcut to happiness (a.k.a. the devil and daniel webster),35000000.0,605294.0,-0.9827058857142857
b11064,showtime,85000000.0,77741732.0,-0.08539138823529412
b11065,shrek,60000000.0,484409218.0,7.073486966666667
b11066,shrek 2,150000000.0,919838758.0,5.132258386666667
b11067,shrek forever after,165000000.0,752600867.0,3.561217375757576
b11068,shrek the third,160000000.0,798958162.0,3.9934885125
b11077,shutter island,80000000.0,294804195.0,2.6850524375
b11082,sicario,30000000.0,84872444.0,1.8290814666666666
b11083,sicko,9000000.0,36088109.0,3.0097898888888888
b11092,sideways,16000000.0,109706931.0,5.8566831875
b11098,signs,72000000.0,408247917.0,4.670109958333334
b11106,silent hill,50000000.0,97607453.0,0.95214906
b11107,silent hill: revelation 3d,20000000.0,52302796.0,1.6151398
b11124,silver linings playbook,21000000.0,236412453.0,10.257735857142857
b11137,sin city,40000000.0,158753820.0,2.9688455
b11140,sinbad: legend of the seven seas,60000000.0,80767884.0,0.3461314
b11159,sinister,3000000.0,77712439.0,24.904146333333333
b11160,sinister 2,10000000.0,52882018.0,4.2882018
b11172,sisters,30000000.0,105011053.0,2.500368433333333
b11202,sky captain and the world of tomorrow,70000000.0,57958696.0,-0.17201862857142858
b11203,sky high,35000000.0,86369815.0,1.467709
b11205,skyfall,200000000.0,1108561013.0,4.542805065
b11207,skyline,10000000.0,66821036.0,5.6821036
b11209,slackers,14000000.0,6413915.0,-0.5418632142857143
b11227,sleeping with the enemy,19000000.0,174999005.0,8.21047394736842
b11230,sleepless in seattle,21000000.0,227799884.0,9.847613523809525
b11236,sleepy hollow,100000000.0,206071502.0,1.06071502
b11244,slither,15000000.0,12834936.0,-0.1443376
b11250,slumdog millionaire,15000000.0,377910544.0,24.194036266666668
b11256,small time crooks,25000000.0,29934477.0,0.19737908
b11276,smokin' aces,17000000.0,57103895.0,2.3590526470588236
b11280,smurfs: the lost village,60000000.0,98698138.0,0.6449689666666667
b11281,snake eyes,73000000.0,103891409.0,0.42316998630136987
b11283,snakes on a plane,33000000.0,62022014.0,0.8794549696969697
b11294,snow day,13000000.0,62464731.0,3.8049793076923075
b11295,snow dogs,33000000.0,115035090.0,2.485911818181818
b11296,snow falling on cedars,35000000.0,23049593.0,-0.3414402
b11297,snow flower and the secret fan,6000000.0,11348205.0,0.8913675
b11299,snow white and the huntsman,170000000.0,396592829.0,1.332898994117647
b11305,snowden,40000000.0,37279439.0,-0.068014025
b11328,solaris,47000000.0,30002758.0,-0.3616434468085106
b11335,solitary man,15000000.0,5178582.0,-0.6547612
b11352,someone like you,23000000.0,38689940.0,0.6821713043478261
b11356,something borrowed,35000000.0,60183821.0,0.7195377428571429
b11366,something's gotta give,80000000.0,266728738.0,2.334109225
b11367,somewhere,7000000.0,13936909.0,0.990987
b11382,son of the mask,84000000.0,57552641.0,-0.3148495119047619
b11403,sorority boys,12000000.0,12517488.0,0.043124
b11405,sorority row,12500000.0,27206120.0,1.1764896
b11411,soul plane,16000000.0,14822346.0,-0.073603375
b11413,soul surfer,18000000.0,47088990.0,1.616055
b11414,soul survivors,17000000.0,4299141.0,-0.7471093529411764
b11422,source code,32000000.0,147332697.0,3.60414678125
b11425,"""south park - bigger, longer and uncut""",21000000.0,83137603.0,2.958933476190476
b11432,southpaw,30000000.0,91970827.0,2.0656942333333332
b11437,space chimps,37000000.0,64834964.0,0.7522963243243244
b11438,space cowboys,65000000.0,128884132.0,0.9828328
b11447,spanglish,80000000.0,55041367.0,-0.3119829125
b11454,sparkle (2012),14000000.0,24637469.0,0.7598192142857143
b11460,spawn,40000000.0,87840042.0,1.19600105
b11470,spectre,245000000.0,880674609.0,2.5945902408163266
b11472,speed,30000000.0,350448145.0,10.681604833333333
b11473,speed 2: cruise control,160000000.0,164508066.0,0.0281754125
b11474,speed racer,120000000.0,93945766.0,-0.21711861666666665
b11486,spider,10000000.0,5808941.0,-0.4191059
b11487,spider-man,139000000.0,821708551.0,4.911572309352518
b11489,spider-man 2,200000000.0,783766341.0,2.918831705
b11490,spider-man 3,258000000.0,890871626.0,2.4529907984496124
b11503,spirit: stallion of the cimarron,80000000.0,122563539.0,0.5320442375
b11508,splice,30000000.0,26857459.0,-0.10475136666666666
b11512,split,9000000.0,274105714.0,29.456190444444445
b11531,spring breakers,5000000.0,31724284.0,5.3448568
b11540,spy,65000000.0,235666219.0,2.6256341384615385
b11541,spy game,115000000.0,143049560.0,0.24390921739130436
b11543,spy kids,35000000.0,147934180.0,3.226690857142857
b11544,spy kids 2: the island of lost dreams,38000000.0,119723358.0,2.1506146842105265
b11545,spy kids 3d: game over,38000000.0,197011982.0,4.184525842105264
b11546,spy kids: all the time in the world,27000000.0,85564310.0,2.1690485185185184
b11580,star trek,150000000.0,385680446.0,1.5712029733333333
b11581,star trek beyond,185000000.0,343471816.0,0.8566044108108108
b11585,star trek into darkness,190000000.0,467381469.0,1.4599024684210526
b11589,star trek: generations,35000000.0,118071125.0,2.3734607142857143
b11590,star trek: insurrection,58000000.0,112587658.0,0.9411665172413793
b11591,star trek: nemesis,60000000.0,67312826.0,0.12188043333333333
b11593,star wars,11000000.0,775398007.0,69.49072790909091
b11596,star wars: episode i - the phantom menace,115000000.0,1027044677.0,7.93082327826087
b11598,star wars: episode ii - attack of the clones,115000000.0,649398328.0,4.646941982608696
b11600,star wars: episode iii - revenge of the sith,113000000.0,848754768.0,6.51110414159292
b11604,star wars: the force awakens,245000000.0,2068223624.0,7.44172907755102
b11608,stardust,70000000.0,135560026.0,0.9365718
b11615,starship troopers,105000000.0,121214377.0,0.1544226380952381
b11616,starsky and hutch,60000000.0,170268750.0,1.8378125
b11655,stealth,135000000.0,76932872.0,-0.4301268740740741
b11657,steamboy,22000000.0,10870198.0,-0.5059000909090909
b11670,step brothers,65000000.0,128107642.0,0.9708868
b11674,step up,12000000.0,114194847.0,8.51623725
b11676,step up 3-d,30000000.0,159291809.0,4.309726966666667
b11678,step up revolution,33000000.0,140470746.0,3.256689272727273
b11684,stepmom,50000000.0,159710793.0,2.19421586
b11688,steve jobs,30000000.0,34441873.0,0.14806243333333333
b11699,stigmata,29000000.0,89446268.0,2.084354068965517
b11700,still alice,5000000.0,43884652.0,7.7769304
b11713,stoker,12000000.0,12077441.0,0.006453416666666666
b11720,stolen summer,1800000.0,163348.0,-0.9092511111111111
b11721,stomp the yard,13000000.0,75511123.0,4.808547923076923
b11722,stone,22000000.0,9479718.0,-0.5691037272727273
b11734,stop-loss,25000000.0,11207130.0,-0.5517148
b11739,storks,70000000.0,182379278.0,1.6054182571428572
b11746,straight outta compton,28000000.0,201634991.0,6.201249678571428
b11762,stranger than fiction,30000000.0,53653224.0,0.7884408
b11771,straw dogs (2011),25000000.0,10324441.0,-0.58702236
b11780,street fighter,35000000.0,99423521.0,1.8406720285714286
b11782,street kings,20000000.0,65572887.0,2.27864435
b11807,stuart little,133000000.0,300135367.0,1.2566568947368422
b11808,stuart little 2,120000000.0,169956806.0,0.4163067166666667
b11820,sucker punch,82000000.0,89792502.0,0.09503051219512196
b11829,sugar &amp; spice,27000000.0,16908947.0,-0.3737427037037037
b11835,suicide squad,175000000.0,745600054.0,3.260571737142857
b11843,sully,60000000.0,238470033.0,2.97450055
b11844,sultan,13430000.0,87280000.0,5.498883097542815
b11847,summer catch,34000000.0,19772447.0,-0.4184574411764706
b11877,super,2500000.0,327716.0,-0.8689136
b11878,super 8,50000000.0,260095986.0,4.20191972
b11883,super size me,65000.0,20641054.0,316.5546769230769
b11885,super troopers,3000000.0,23182223.0,6.727407666666666
b11886,superbad,20000000.0,169871719.0,7.49358595
b11891,superman,55000000.0,300218018.0,4.458509418181818
b11895,superman returns,270000000.0,391081192.0,0.44844885925925926
b11897,supernova,90000000.0,14828081.0,-0.8352435444444445
b11905,"""surfer, dude""",6000000.0,52132.0,-0.9913113333333333
b11909,surrogates,80000000.0,122444772.0,0.53055965
b11921,suspect zero,27000000.0,11416075.0,-0.5771824074074074
b11930,sweeney todd: the demon barber of fleet street,50000000.0,152523164.0,2.05046328
b11938,sweet home alabama,30000000.0,180622424.0,5.020747466666666
b11939,sweet land,1000000.0,1774931.0,0.774931
b11954,swept away,10000000.0,598645.0,-0.9401355
b11958,swimfan,10000000.0,34411240.0,2.441124
b11969,swing vote,21000000.0,17634313.0,-0.16027080952380954
b11980,swordfish,102000000.0,147080413.0,0.4419648333333333
b11990,"""synecdoche, new york""",20000000.0,4393681.0,-0.78031595
b11991,syriana,50000000.0,93974620.0,0.8794924
b11994,t2: trainspotting,18000000.0,39735335.0,1.2075186111111111
b11997,tmnt,34000000.0,95608995.0,1.8120292647058824
b12023,take shelter,5000000.0,3099314.0,-0.3801372
b12029,taken,25000000.0,226830568.0,8.07322272
b12030,taken 2,45000000.0,376141306.0,7.358695688888889
b12031,taken 3,48000000.0,326479141.0,5.801648770833333
b12032,takers,32000000.0,69055695.0,1.15799046875
b12034,taking lives,45000000.0,65470529.0,0.45490064444444445
b12036,taking woodstock,30000000.0,9975737.0,-0.6674754333333334
b12054,tall tale,32000000.0,11047627.0,-0.65476165625
b12056,talladega nights: the ballad of ricky bobby,72500000.0,162966177.0,1.2478093379310344
b12062,tammy,20000000.0,100525432.0,4.0262716
b12066,tangled,260000000.0,591794936.0,1.2761343692307692
b12082,tarzan,130000000.0,448191819.0,2.447629376923077
b12093,taxi,25000000.0,68895435.0,1.7558174
b12096,taxi 3,1300000.0,65497208.0,49.38246769230769
b12109,team america: world police,32000000.0,50907422.0,0.5908569375
b12111,tears of the sun,75000000.0,86468162.0,0.15290882666666666
b12112,ted,50000000.0,549368315.0,9.9873663
b12113,ted 2,68000000.0,216691733.0,2.186643132352941
b12121,teenage mutant ninja turtles,13500000.0,201965915.0,13.960438148148148
b12122,teenage mutant ninja turtles (2014),125000000.0,493333584.0,2.946668672
b12125,teenage mutant ninja turtles: out of the shadows,135000000.0,245623848.0,0.8194359111111111
b12143,tenacious d in: the pick of destiny,20000000.0,13908762.0,-0.3045619
b12160,terminator 2: judgment day,102000000.0,519843345.0,4.0965033823529415
b12162,terminator 3: rise of the machines,200000000.0,433371112.0,1.16685556
b12163,terminator salvation,200000000.0,371353001.0,0.856765005
b12164,terminator: genisys,155000000.0,440603537.0,1.842603464516129
b12186,texas rangers (2001),38000000.0,623374.0,-0.9835954210526315
b12193,thank you for smoking,6500000.0,39323027.0,5.049696461538462
b12199,that awkward moment,8000000.0,40468955.0,4.058619375
b12218,that's my boy,70000000.0,57719093.0,-0.17544152857142858
b12223,the 13th warrior,160000000.0,61698899.0,-0.61438188125
b12236,the 40-year-old virgin,26000000.0,177378645.0,5.822255576923077
b12241,the 5th wave,38000000.0,109906372.0,1.892272947368421
b12242,the 6th day,82000000.0,96085477.0,0.17177410975609755
b12244,the a-team,110000000.0,177238796.0,0.6112617818181818
b12252,the accountant,44000000.0,155160045.0,2.526364659090909
b12254,the addams family,30000000.0,191502426.0,5.3834142
b12257,the adjustment bureau,50200000.0,127869379.0,1.5471987848605577
b12270,the adventures of pluto nash,100000000.0,7103973.0,-0.92896027
b12272,the adventures of rocky &amp; bullwinkle,76000000.0,35134820.0,-0.5376997368421053
b12291,the alamo (2004),107000000.0,25819961.0,-0.758691953271028
b12303,the amazing spider-man,230000000.0,757930663.0,2.2953507086956524
b12309,the american,20000000.0,67876281.0,2.39381405
b12315,the amityville horror (2005),19000000.0,108047131.0,4.686691105263158
b12319,the angry birds movie,73000000.0,349779543.0,3.791500589041096
b12320,the animal,47000000.0,84772742.0,0.8036753617021276
b12325,the ant bully,50000000.0,55181129.0,0.10362258
b12328,the apparition,17000000.0,9627492.0,-0.4336769411764706
b12348,the art of war,60000000.0,40400425.0,-0.32665958333333334
b12350,the artist,15000000.0,133432856.0,7.8955237333333335
b12355,the assassination of jesse james by the coward robert ford,30000000.0,15001776.0,-0.4999408
b12361,the astronaut farmer,13000000.0,11130889.0,-0.14377776923076924
b12362,the astronaut's wife,75000000.0,19598588.0,-0.7386854933333333
b12370,the aviator,110000000.0,213741459.0,0.9431041727272728
b12375,the bfg,140000000.0,183345589.0,0.30961135
b12382,the bachelor,51000000.0,36911617.0,-0.27624280392156864
b12384,the back-up plan,35000000.0,77477008.0,1.2136288
b12400,the banger sisters,10000000.0,38068353.0,2.8068353
b12417,the beach,50000000.0,144056873.0,1.88113746
b12433,the beaver,21000000.0,7293705.0,-0.6526807142857143
b12437,the believer,1500000.0,416925.0,-0.72205
b12442,the benchwarmers,33000000.0,64957291.0,0.9684027575757576
b12446,the best exotic marigold hotel,10000000.0,136836156.0,12.6836156
b12449,the best man,9000000.0,34573780.0,2.8415311111111112
b12450,the best man holiday,17000000.0,72835710.0,3.2844535294117647
b12455,the best of me,26000000.0,35926213.0,0.3817774230769231
b12480,the big kahuna,7000000.0,3728888.0,-0.46730171428571426
b12487,the big short,28000000.0,133440870.0,3.765745357142857
b12494,the big wedding,35000000.0,46519348.0,0.3291242285714286
b12495,the big white,14000000.0,367241.0,-0.9737685
b12496,the big year,41000000.0,7448385.0,-0.8183320731707318
b12503,the black dahlia,50000000.0,49332692.0,-0.01334616
b12512,the blair witch project,60000.0,248639099.0,4142.984983333334
b12513,the blind side,29000000.0,309208309.0,9.66235548275862
b12531,the bone collector,73000000.0,151493655.0,1.0752555479452055
