key_bom	key_omdb	key_wiki
	o9934	w12780
b8533	o22749	w25991
	o4241	w41641
	o8263	w31702
	o479	w35889
	o14180	w786
	o11468	w32911
	o15480	w40802
	o17673	w33796
	o4813	w39755
	o21686	w9842
	o4148	w504
	o14403	w23880
	o16362	w3730
	o20727	w21653
	o15870	w2594
b385	o21799	w23165
b4996	o8835	w14648
	o12468	w19042
	o654	w34252
	o13911	w14996
b10169	o9481	w31121
	o7542	w21539
	o15310	w9980
	o20458	w40703
	o4073	w6036
	o17170	w41337
	o9271	w36037
b13640	o5257	w21866
	o14449	w41319
	o4887	w20381
	o12394	w8036
	o1313	w36208
	o17628	w26664
b1763	o9882	w3817
	o4426	w19459
	o605	w16144
	o5898	w42552
	o11409	w13285
	o13124	w7136
	o13188	w26959
	o21197	w8669
b14993	o8753	w40944
b3678	o3327	w10475
	o8830	w13947
	o15257	w42909
	o15939	w31025
b1790	o8324	w3940
	o13277	w5126
	o4178	w21214
	o15692	w8340
	o21705	w17223
b4331	o20166	w12347
	o12123	w16609
	o22665	w10406
	o22718	w19513
	o12116	w12850
	o13490	w11611
	o7034	w33700
	o14465	w42981
	o7332	w19083
	o22150	w32315
	o4829	w3421
	o9001	w24216
	o22376	w10449
	o17359	w5172
	o9373	w12705
b8488	o7344	w25883
	o9377	w56
	o19571	w20245
	o3519	w15929
	o20087	w3300
b2619	o16867	w6836
	o18895	w3574
	o13917	w16136
	o11759	w33775
	o21662	w2368
b14677	o2711	w35262
	o12602	w32666
	o7589	w34762
	o22184	w27256
	o15686	w2094
	o21433	w31411
	o10126	w36990
	o20301	w30441
b2717	o2242	w7119
	o9249	w32697
	o2936	w20517
b6595	o5096	w20006
b5939	o1375	w18135
	o13037	w21060
b16807	o5491	w43192
b15936	o9817	w40249
	o4692	w12321
	o15625	w25692
b15822	o10151	w40061
	o7996	w19427
	o10947	w41295
b14125	o3528	w27705
	o17744	w11155
	o216	w3985
	o22572	w41923
	o9635	w8909
	o7707	w2648
	o20685	w7013
	o5614	w3618
	o16260	w7737
	o1819	w22940
	o5560	w16911
	o9169	w23495
	o19484	w4767
	o72	w13412
	o5874	w38274
	o315	w4832
	o10395	w39740
b1909	o5302	w4345
b15144	o15237	w42721
b3604	o9915	w10267
	o16547	w27267
	o22754	w26458
b2760	o10563	w7291
	o22913	w42859
	o15094	w8034
	o714	w35476
	o8093	w32862
	o11384	w2747
	o17336	w41447
b7836	o3408	w23638
	o22625	w5081
	o811	w25385
	o5780	w33591
	o3334	w15859
	o6055	w10535
	o15767	w17660
	o4000	w40259
	o15495	w33500
	o21980	w34623
	o3194	w11244
	o19455	w9292
	o21292	w25012
b3945	o17496	w11391
	o21063	w12107
	o12964	w2333
	o21725	w27580
	o14359	w36622
	o15254	w42641
	o7073	w41818
	o11889	w20124
	o2802	w16640
	o1644	w8579
	o22557	w33447
	o12751	w34022
	o16589	w31379
b13274	o5456	w15617
	o18013	w27709
	o13155	w15711
b5359	o20537	w15964
	o13360	w5378
b1888	o21554	w4305
	o15048	w27044
	o2177	w39267
	o172	w29708
	o5322	w9605
	o4458	w36739
	o6063	w12594
	o18473	w2534
	o20861	w39767
	o2396	w41341
	o17333	w39867
	o17802	w26920
b4285	o2032	w12174
b5630	o21581	w16840
	o392	w18584
	o6861	w4561
b8122	o5379	w24627
	o6253	w16523
	o10660	w34412
	o5289	w1418
b8264	o21932	w25136
b14164	o8159	w28328
	o15702	w1383
b2828	o11665	w7467
	o783	w15238
	o3188	w36910
	o23085	w31145
	o717	w39555
	o1797	w17766
b1133	o994	w1914
	o14749	w29904
	o15657	w38504
	o6925	w5563
	o17092	w16474
b2466	o7904	w6361
	o13025	w17448
	o20089	w3516
	o9658	w12689
	o21015	w29576
	o3558	w38734
b14063	o13614	w26779
	o9092	w9072
	o4880	w19675
	o16980	w23724
	o18393	w40353
	o9444	w19734
	o16989	w25669
	o13065	w26402
	o14487	w9388
b13479	o5460	w18416
	o5534	w23592
	o17765	w19132
b10426	o16216	w32002
b8983	o3435	w27404
	o12330	w41522
	o11831	w4116
	o19035	w1019
	o6303	w40001
	o4682	w8596
	o23045	w37142
	o21120	w29892
	o14318	w27828
	o22585	w38820
	o20690	w9164
	o16864	w6459
	o14189	w2807
	o1435	w33074
	o12139	w17470
	o15014	w27364
	o3947	w20407
	o19896	w20558
	o12991	w12578
	o13043	w22730
b11521	o8410	w35743
	o15425	w1326
	o9515	w3802
b2712	o18093	w7109
	o14415	w31572
	o53	w8834
b10264	o3872	w31425
b6130	o2274	w18730
b14334	o1465	w30241
	o17381	w21049
	o9837	w5516
	o1569	w21662
	o16578	w30132
	o16067	w9414
	o22154	w34810
	o10855	w5169
	o8575	w33960
	o16446	w14276
	o3005	w42543
	o20681	w3700
	o2803	w16659
	o14222	w9700
	o13386	w21910
	o22108	w13736
	o8965	w1556
	o9684	w18699
b12596	o10675	w5483
b12547	o5444	w5007
	o7728	w12261
	o8617	w27910
b15174	o13823	w37899
b13511	o1244	w19191
	o10796	w17785
	o12220	w7369
	o11860	w14268
	o7711	w5098
b3834	o18129	w11015
	o9395	w3121
	o19053	w8997
b11129	o3475	w34375
	o4863	w14589
b10402	o2611	w31910
b10856	o13571	w33531
	o12461	w18223
b9856	o15017	w30146
 usa"	b5270	o3140
	o9306	w19496
	o10868	w10161
	o136	w24748
	o10775	w11578
	o23013	w28525
	o13186	w26879
	o21466	w37098
	o19000	w27498
	o15864	w35292
	o18010	w21412
	o19180	w15644
	o15562	w24277
	o19662	w33065
	o15544	w19016
b14900	o9554	w39424
	o12081	w2908
b13410	o10090	w17562
	o20167	w12552
	o17043	w34426
	o2366	w39656
	o1221	w1553
b11283	o20342	w34950
	o9267	w35600
	o14785	w34853
	o1134	w21394
	o16426	w11887
	o15563	w24603
	o19481	w4430
	o2978	w39854
	o238	w24524
	o16936	w17133
	o6796	w20682
	o22310	w39369
	o10838	w34322
	o4058	w1207
	o12759	w36951
	o5631	w5649
b12345	o16638	w2079
	o18193	w20756
	o22462	w31420
	o2321	w33877
	o22636	w6128
	o11212	w27333
b2797	o5053	w7389
	o6891	w19751
	o19396	w21244
	o18022	w42059
	o16846	w3779
	o18015	w29507
	o6141	w25907
	o11483	w37916
	o13850	w1907
b6645	o19893	w20137
	o12389	w6905
b16558	o8208	w42218
	o14605	w9016
	o7153	w28078
b13328	o7541	w15985
	o18620	w23163
b1297	o18472	w2401
	o7556	w38889
	o13286	w9235
b3878	o22670	w11134
	o13937	w23443
	o17109	w26495
	o76	w14110
	o12854	w22378
	o2874	w33503
	o11137	w14615
	o6136	w25432
b2800	o9897	w7394
b15949	o1294	w40285
	o9206	w28708
b12439	o5442	w3387
	o16200	w28366
	o4448	w33181
	o16808	w23819
	o19446	w40159
	o12826	w6241
	o16649	w6344
b7422	o1393	w22183
	o12455	w17399
	o3215	w38002
	o5592	w42012
	o4613	w23348
b12113	o8963	w37496
b11982	o3919	w37155
	o1699	w37765
	o6195	w33062
	o4769	w35005
	o19733	w22663
	o14421	w41314
	o22380	w11898
	o12177	w25796
	o19757	w39596
	o128	w22106
	o12822	w3736
	o12885	w4684
	o5981	w42189
	o6322	w43148
	o14899	w42008
	o17714	w1838
	o19601	w24874
	o312	w4076
	o4933	w34913
	o11085	w4898
	o2886	w37814
	o17503	w18249
	o8267	w32557
	o653	w34180
b10060	o8932	w30815
	o15926	w26949
	o4716	w18142
b13414	o5458	w17638
	o5554	w37469
b6081	o21899	w18561
b13094	o10684	w13337
	o14149	w31994
	o16439	w13453
	o22199	w42415
b5813	o10600	w17639
	o16457	w15336
b454	o20476	w30649
b10409	o9738	w31916
b5684	o14500	w17115
b2524	o3301	w6527
b16113	o20459	w40758
	o5305	w5376
	o2404	w1161
	o4739	w26549
	o6987	w6498
b6731	o6417	w20368
	o14645	w16043
b6337	o18591	w19270
b6052	o1102	w18488
	o3260	w2124
	o8632	w38453
b2579	o21192	w6699
	o17022	w29981
	o4876	w18526
	o8082	w30665
	o4438	w24213
	o16468	w16428
	o14179	w721
	o12652	w2465
	o752	w3593
	o21732	w32803
	o4502	w7993
b12556	o10074	w5056
b1310	o11654	w2968
	o5927	w23019
	o786	w17082
	o5886	w41057
	o13988	w36003
	o22178	w22601
	o16077	w1772
	o9174	w24727
	o17778	w22823
	o13239	w37978
b63	o7399	w339
b10697	o3881	w32847
	o14364	w37102
b14221	o22034	w28947
	o6564	w29571
b7802	o16526	w23534
	o3584	w42907
	o21010	w28367
	o13012	w16746
	o20817	w21861
b5638	o1090	w16875
	o2532	w18900
b5663	o7466	w16962
	o274	w38814
	o18254	w29931
	o11432	w29387
	o551	w39861
	o21984	w35132
	o10579	w10347
	o5841	w25067
	o2845	w23211
b11187	o8105	w34597
b8263	o10005	w25134
	o15982	w12453
	o6191	w32594
	o7088	w1718
	o14671	w19650
	o15061	w41010
	o11032	w17274
	o2465	w8349
	o19300	w37333
	o15344	w20337
	o14278	w17544
	o17300	w22944
	o12686	w14879
b16631	o3580	w42684
	o17763	w18001
	o6335	w1192
	o3147	w19009
	o11399	w7431
b3716	o11680	w10629
	o13402	w34975
	o10028	w29020
	o730	w40663
	o14955	w9798
	o4397	w6023
b4531	o3717	w13045
	o22939	w5308
	o14078	w6409
b15351	o5207	w38626
	o16397	w8900
	o8638	w39397
	o17151	w39207
	o20917	w4782
	o2104	w33622
	o13095	w36082
	o1742	w3323
	o5041	w3462
	o5849	w29865
	o8472	w4811
	o20324	w32856
	o19056	w9121
	o6190	w32274
	o7641	w17098
	o17227	w17049
	o7103	w10557
b13779	o13810	w22281
	o16135	w13876
	o20831	w29935
	o12047	w5286
	o5620	w3836
	o21354	w9107
	o7737	w13738
	o14580	w4568
b1958	o7425	w4528
	o16933	w16751
	o20589	w30352
	o14395	w15484
	o17129	w40062
	o7259	w31566
	o14642	w15864
	o18322	w12340
	o5715	w20577
b435	o13437	w29218
b1533	o3114	w3151
	o13109	w3014
	o13978	w33941
b11676	o8112	w36139
	o22109	w14007
b13014	o15833	w12192
	o19431	w19197
	o21090	w17765
	o13028	w19159
	o1729	w25159
	o4823	w1247
	o7905	w6372
	o15992	w17899
	o3885	w32976
	o22947	w7851
	o19060	w10641
	o9468	w28053
b16439	o18865	w41739
	o11160	w18016
b1676	o18485	w3563
b16371	o19022	w41548
	o12573	w11323
	o3662	w6991
b2955	o20135	w7830
	o20211	w19063
	o15384	w28878
	o9465	w27310
	o18049	w34239
	o3862	w30439
	o3626	w2324
	o22727	w21368
	o2864	w29412
	o10364	w29377
b14906	o5201	w39503
b4490	o7456	w12913
	o2794	w13910
	o14469	w861
	o8995	w21574
b14154	o10692	w28302
	o15187	w37534
	o19002	w32864
b10462	o13775	w32125
 rewind"	b1519	o16355
	o15132	w17992
	o22142	w28161
b10009	o5410	w30686
	o9160	w22443
	o9171	w23863
	o22975	w18640
b11582	o21616	w35975
	o7385	w43035
b8124	o21925	w24632
b15921	o16746	w40191
	o17238	w26872
	o18143	w12569
	o3315	w9248
	o20329	w33311
	o11227	w28855
	o11589	w20522
	o22980	w20009
	o15378	w27862
	o12131	w17062
	o13315	w23340
	o1568	w21658
	o13325	w28385
	o8941	w32800
	o2065	w15860
 where art thou?"	b9083	o10634
	o1784	w14713
	o19739	w23705
	o21331	w2680
	o2578	w26466
	o2563	w24088
	o12905	w25679
	o18592	w19426
	o7029	w31388
	o19560	w19479
	o8524	w21343
	o631	w25336
	o70	w13129
	o17150	w39147
	o10131	w40637
	o21488	w13433
	o720	w38113
	o7575	w18382
	o21038	w37132
	o22440	w24945
	o991	w1890
	o22276	w34918
	o5307	w13194
	o10907	w31718
	o11618	w40674
b4966	o1073	w14552
b1202	o7416	w2106
	o388	w18019
	o6826	w38259
	o5881	w39680
	o17951	w9483
	o2098	w30102
b12506	o3069	w4200
	o10926	w38770
	o17589	w5548
	o906	w30054
b15754	o7070	w39877
b66	o19803	w177
	o21772	w42682
b1784	o3638	w3912
	o12154	w21754
	o296	w564
b5751	o5092	w17309
b2811	o16384	w7416
	o2565	w24251
	o18313	w8855
	o4163	w13650
	o8517	w20356
b12327	o6476	w1891
	o19859	w10796
	o6780	w12899
	o21582	w17847
b3314	o16400	w9243
b4139	o1353	w11768
	o21699	w14621
	o2989	w38697
	o21196	w8002
	o2952	w28284
	o9364	w42339
	o2841	w22249
	o11433	w31320
	o5049	w5272
	o10257	w19743
	o385	w17132
	o10317	w36377
b136	o3229	w218
	o6245	w13699
	o4425	w18826
	o2336	w8989
	o10358	w24013
b13632	o1250	w20948
b1065	o14566	w1745
	o7207	w7361
	o21676	w6805
	o9938	w14204
	o20193	w17568
	o6319	w42806
	o7120	w17108
	o10144	w38788
	o22408	w17688
	o13572	w33723
	o18147	w13128
b848	o20059	w1254
	o22511	w9649
	o22902	w39412
	o19232	w41157
b6097	o6407	w18609
b11263	o8108	w34879
	o9952	w18485
	o17331	w38896
	o8167	w36785
	o17682	w39243
	o4066	w4026
	o14418	w36380
	o16404	w9517
	o17511	w21902
	o22751	w26231
	o380	w16807
	o4965	w12198
b11383	o18983	w35275
	o18494	w4259
	o11590	w20623
	o7742	w15274
	o14960	w10248
	o15839	w29721
	o19080	w17596
	o7848	w75
	o12073	w39575
	o17006	w27180
	o17318	w33590
	o7112	w13393
	o12356	w1606
	o1887	w14097
	o4059	w1384
	o15122	w14993
	o16293	w39164
	o17729	w6875
	o17697	w23198
b10745	o15811	w32972
	o1431	w32063
b10547	o3460	w32420
	o8918	w28687
b13857	o6486	w22961
b16108	o6506	w40741
	o21351	w8549
	o523	w27850
	o11990	w25050
	o17756	w16595
	o21328	w977
	o12948	w40564
	o6300	w39787
	o4771	w35389
	o2384	w317
	o17837	w35305
	o12862	w28620
	o12280	w31124
	o22581	w38362
	o1166	w27610
	o13270	w1022
	o21751	w17993
	o13359	w4097
	o20326	w32930
b13124	o18772	w13820
	o19157	w8383
	o8486	w7472
	o17770	w20884
	o6560	w25860
	o19750	w29367
	o180	w32538
	o4539	w3158
	o217	w4115
	o22550	w30573
	o11610	w32221
b8492	o3821	w25900
	o1535	w12005
	o10698	w35850
	o18382	w39108
b13973	o18794	w25076
	o15513	w6922
	o4857	w10734
	o5961	w23330
	o20341	w34855
	o19644	w30370
b9128	o20285	w27744
	o20083	w2950
	o22074	w43163
	o21334	w3332
	o3045	w23085
	o10338	w7378
	o1708	w38255
	o8326	w4457
	o1624	w36336
b6576	o7999	w19966
b4743	o14971	w13878
	o15579	w31489
	o12195	w33983
	o11018	w34919
	o10957	w1148
b9902	o21248	w30345
	o15393	w33214
b15972	o20652	w40357
	o21223	w20631
	o478	w35866
	o12404	w10871
b8694	o3834	w26414
b9777	o8393	w29830
	o1290	w38791
	o19394	w21032
	o14576	w3931
	o15140	w19328
	o7783	w28327
	o11330	w31756
	o5673	w13783
	o4244	w53
	o6959	w39047
	o9522	w15056
	o11114	w7751
	o22194	w40334
	o342	w8382
	o12374	w5445
	o16499	w20714
b11251	o13580	w34841
	o853	w37844
	o19864	w11778
	o8914	w27383
	o11940	w37186
	o22312	w40762
b3634	o5324	w10337
b16652	o10168	w42759
	o11896	w23164
b3931	o18530	w11335
	o10591	w14128
	o8016	w21465
	o15208	w14852
	o351	w10040
	o22743	w25637
	o414	w23701
	o3146	w18606
	o20814	w21533
	o11930	w35358
	o18551	w14064
	o14516	w35843
	o1579	w24743
	o4034	w2768
	o19767	w37989
b15206	o3216	w38020
	o11301	w11295
	o8933	w31062
b5350	o8682	w15928
b2533	o16103	w6584
	o16055	w41877
	o7732	w13257
	o832	w31207
b8447	o1404	w25716
	o116	w19585
b6242	o6889	w19008
	o4057	w1205
b16751	o2745	w43058
	o17573	w42365
	o19296	w35702
	o10010	w25885
	o4696	w13367
	o18779	w16526
	o21130	w35525
	o17152	w39233
	o14865	w37968
	o3514	w12168
	o11140	w15211
b339	o9576	w16065
	o1058	w12737
	o13845	w414
	o22544	w28952
	o9285	w37835
	o22716	w19044
	o14378	w4407
	o17591	w5965
	o18989	w37515
	o10326	w37397
	o17793	w25034
	o2635	w34528
	o15375	w27171
	o20387	w9672
	o11039	w30242
	o10708	w38589
	o11549	w17572
	o19255	w5348
b1652	o21825	w3494
	o13184	w25161
	o12949	w42488
	o2441	w4916
	o22163	w8587
	o3930	w6097
b11275	o3062	w34917
b10164	o19647	w31104
b8380	o1155	w25521
	o13337	w32621
	o12958	w18853
	o16412	w9937
b1710	o1328	w3657
	o19695	w36925
	o4726	w22895
	o6242	w10099
	o7746	w16689
	o6005	w1158
b6570	o3386	w19948
	o6892	w21944
	o11945	w37535
	o17204	w8495
	o3269	w2994
	o17389	w25207
	o5814	w11648
	o9448	w20418
	o831	w30135
	o223	w10167
b8328	o11727	w25372
	o22579	w38083
	o14653	w17279
	o11895	w22806
	o13210	w33998
	o12658	w6304
	o15662	w40064
	o11377	w42473
	o14295	w20896
	o22574	w42242
	o21110	w24246
	o6445	w29773
	o18987	w36839
b12872	o11029	w10069
	o1640	w6572
	o12433	w14372
	o1414	w28602
	o132	w23934
	o12075	w1569
	o14735	w28109
	o14924	w1291
	o3029	w10936
	o18527	w11102
	o16944	w18591
	o21529	w39100
	o4252	w980
b11219	o2323	w34746
	o18569	w16187
	o15399	w34284
	o4470	w10156
b12227	o2125	w206
	o13096	w36453
	o1296	w40424
	o441	w27661
	o17929	w88
	o9613	w4560
	o2888	w485
b2302	o2236	w5748
	o15668	w41300
	o4589	w19674
	o15901	w16380
	o9889	w6176
	o7444	w9855
	o9302	w15311
	o4755	w31534
	o2906	w8710
b6717	o18601	w20341
	o7652	w22724
	o10254	w18854
	o21281	w11026
	o1796	w17691
	o21128	w33996
	o13790	w37497
	o1565	w21307
	o3110	w42098
	o8629	w38019
b12991	o11030	w11979
	o6549	w18475
	o21241	w28135
	o5770	w30542
	o8049	w26432
	o10190	w4201
	o10521	w351
	o15447	w18028
	o14692	w22942
	o2748	w11433
	o3263	w2571
	o17272	w6476
b4885	o10441	w14248
	o18191	w20211
b3729	o5325	w10665
b14963	o21642	w40462
	o19322	w21608
	o7395	w41828
	o3741	w16149
	o801	w22617
	o21498	w23604
	o18478	w2851
b14030	o7544	w26082
	o9125	w16571
b6354	o1116	w19334
b8207	o15003	w24888
b7994	o2567	w24310
	o17663	w18353
	o5647	w7749
	o19399	w25731
	o20714	w16519
	o18674	w29930
	o14511	w29631
	o3710	w12312
	o17276	w10609
	o12656	w5488
b15668	o22055	w39664
b1078	o14925	w1773
	o13275	w4213
	o8073	w29295
	o13515	w19420
	o912	w33048
b16284	o20656	w41265
	o8957	w36062
b15515	o10148	w39176
	o16259	w7666
	o19433	w21826
	o21405	w23117
	o17293	w18840
	o11255	w34046
	o20357	w36617
b9725	o17397	w29651
	o18842	w39089
	o10125	w36919
	o996	w2161
	o22400	w16925
	o14996	w24118
	o83	w14910
	o12113	w12625
	o4166	w14425
	o5888	w41160
b1667	o3115	w3529
	o6570	w33552
	o5937	w5494
	o12450	w15578
	o349	w9498
b7193	o18946	w21427
b1328	o15079	w2468
b605	o7410	w521
	o22957	w12595
	o10066	w36747
	o17308	w24266
	o16911	w13690
 dude"	b11905	o16628
b6432	o7997	w19557
	o8029	w23014
	o19393	w21017
	o1627	w36781
	o12352	w1071
	o9751	w35122
	o16033	w40301
	o23072	w15803
	o3868	w31056
	o13995	w37830
	o20062	w1492
	o20719	w18007
	o1610	w32611
	o14123	w33576
	o13467	w5683
	o2185	w41102
b1208	o6339	w2126
	o7132	w20054
	o14868	w38121
	o946	w42135
	o1437	w34348
b11014	o2108	w34027
	o10203	w8224
	o2536	w19177
	o17466	w41290
b7217	o20237	w21598
b16508	o2187	w42051
	o9947	w17009
	o8317	w1591
	o17476	w5094
	o22516	w14982
	o4878	w18882
	o11541	w13900
	o4978	w23492
	o22728	w21696
b5196	o9673	w15343
	o15519	w9174
	o17788	w24760
	o21336	w4438
	o4190	w30614
	o7125	w17426
	o12869	w32804
	o7653	w22731
	o5355	w18504
b6091	o14984	w18597
	o4873	w17597
b4585	o14969	w13265
	o17291	w17758
	o77	w14113
b5314	o3141	w15823
b5007	o5082	w14654
b6065	o16482	w18521
	o4688	w11252
	o4233	w39744
	o19333	w34282
	o17630	w27289
	o16987	w25344
	o8676	w10701
b3343	o9911	w9354
b3654	o1348	w10399
	o13757	w28106
	o15092	w7834
	o11471	w34533
	o4912	w28885
	o7090	w2462
	o5323	w18105
	o15857	w41495
	o9557	w38135
	o15965	w2907
	o14569	w2162
	o20242	w22072
b3722	o1046	w10637
	o22694	w15254
b10440	o13773	w32076
	o7304	w2805
	o2959	w32175
	o11884	w17969
	o16316	w42383
	o18953	w23193
	o14768	w32226
b96	o11814	w192
b16715	o2376	w42939
b13183	o3518	w14784
	o9506	w37493
b14009	o1464	w25599
	o11986	w22402
b12890	o8730	w10331
	o18198	w21373
b7885	o20566	w23782
b11031	o21612	w34081
	o8948	w34101
	o19543	w17005
	o283	w40871
	o17094	w20398
	o17089	w15482
	o16462	w15509
	o17903	w40660
	o584	w8308
	o1564	w21200
	o8779	w628
	o15366	w25862
	o596	w13430
	o12571	w10074
	o14416	w33665
	o21115	w26538
	o5830	w21704
	o11944	w37521
b15211	o11799	w38051
	o14797	w37107
	o12066	w32392
	o2729	w40000
	o21105	w22696
b3370	o15730	w9467
	o5558	w8280
	o20862	w39939
b15397	o20642	w38775
	o1697	w36228
b1619	o2001	w3369
	o6155	w27765
	o1470	w36145
	o22978	w19682
	o15893	w13525
	o20883	w12815
	o7549	w39553
b3451	o1039	w9760
	o10192	w4502
	o14903	w42167
	o14000	w743
b10453	o5416	w32109
	o2257	w10765
	o5132	w28171
	o16821	w237
b14558	o9550	w33222
b2547	o7909	w6604
	o14550	w256
	o3703	w11623
	o11451	w14875
	o11835	w5707
	o12011	w38633
	o2763	w36655
	o722	w38888
	o5822	w14872
	o14441	w39438
	o21833	w4674
	o10344	w12302
	o12035	w40178
	o164	w28368
	o11226	w28828
	o17953	w10722
	o19144	w3598
	o18936	w18688
	o10440	w14004
b4836	o13502	w14098
	o9331	w43015
	o22335	w2442
	o17143	w38706
b11552	o21987	w35863
	o7453	w11994
	o8780	w1113
	o5685	w16879
b14698	o9016	w35728
b1036	o2409	w1675
b4985	o3729	w14623
	o20198	w17868
b2606	o16104	w6792
	o709	w30452
	o7773	w24435
	o12148	w19866
	o19580	w21046
	o6716	w23442
	o21121	w30348
	o13372	w11853
	o8603	w15784
	o705	w26610
	o8878	w21513
	o17957	w12900
	o1560	w18580
	o18251	w29796
	o18632	w26117
	o2932	w17855
	o11577	w7045
b12635	o18760	w6252
	o14021	w21299
b7840	o20564	w23631
b10780	o21966	w33110
	o62	w11575
	o22321	w21177
	o10297	w31981
b1073	o14472	w1757
	o14060	w42165
	o8677	w11512
	o2792	w12360
	o8660	w3958
	o20753	w29416
	o14525	w37200
	o14008	w11439
	o12115	w12678
	o13912	w15020
	o15067	w42304
b14098	o3961	w27255
	o4582	w17461
	o20430	w31376
	o9335	w38285
	o2373	w42652
b13726	o8996	w21630
b6040	o18178	w18456
	o15131	w17892
b15083	o19220	w42191
	o9526	w19219
	o5945	w11725
	o4297	w24987
	o5480	w40275
	o15722	w7613
	o16061	w290
	o15517	w7987
	o22525	w20874
	o5867	w42627
	o17249	w31181
b13558	o2142	w19548
	o14873	w38584
	o14699	w23649
	o435	w26279
	o12717	w24425
	o1368	w16621
	o21979	w34601
	o12876	w36500
	o13486	w10006
b16629	o18872	w42663
	o5489	w43073
	o12647	w38587
	o12036	w40183
	o5723	w21953
	o7948	w12067
b12696	o8597	w7314
	o20050	w40488
	o22452	w28712
	o620	w20191
	o22558	w33746
	o4455	w35471
	o10905	w31487
b16117	o8199	w40769
	o3740	w16100
	o22327	w807
b3416	o3319	w9651
	o7686	w29499
	o9653	w11581
b15468	o8437	w39021
	o21399	w20174
	o21170	w41520
	o5438	w1559
	o17283	w13077
	o19875	w15338
	o2853	w26348
	o20720	w18014
b2849	o7918	w7538
	o17727	w6236
	o7752	w17854
b7590	o18208	w22851
	o6740	w30791
	o1263	w29022
	o15139	w19215
	o19638	w29563
	o12756	w35094
b5959	o19882	w18222
 charlie brown"	b10054	o14513
b2369	o3020	w5997
	o14289	w19621
	o20698	w11467
	o6588	w6258
	o704	w26043
	o17356	w4948
	o14358	w35766
	o23096	w43051
	o294	w41052
b11321	o13783	w35062
	o9225	w30039
	o2742	w42917
	o8043	w25715
b13604	o18338	w20590
	o7131	w19941
	o8900	w24670
	o4753	w31271
	o21839	w5732
b8617	o21939	w26274
	o19189	w23527
	o22560	w35281
	o4641	w26757
	o1825	w25956
	o5767	w29856
b12255	o20610	w598
	o20944	w11775
b5748	o4421	w17293
	o772	w10950
	o17997	w389
	o13148	w14365
	o5063	w11217
	o6464	w34738
	o8257	w26110
b404	o21544	w25062
b15322	o3555	w38541
	o14456	w42168
	o22865	w29767
 hidden dragon: sword of destiny"	b3172	o5318
	o9469	w28068
b4063	o5330	w11590
	o21609	w32604
	o20835	w31945
	o3745	w16660
	o20849	w41023
	o5582	w40555
	o17036	w32172
b9853	o18255	w30141
	o1566	w21416
	o21451	w35271
	o14207	w6762
	o22672	w11265
b7834	o8891	w23616
	o4170	w16681
	o19780	w39541
	o4079	w8785
	o20913	w3282
	o17893	w33219
	o1527	w9032
	o4341	w13185
	o9304	w15674
	o14380	w6770
	o10799	w19782
	o23057	w3913
	o19785	w41112
	o474	w35311
	o6880	w15115
	o4017	w41527
	o3025	w7586
	o20192	w17386
	o1084	w16278
	o7349	w28238
	o8107	w34812
b8643	o7501	w26311
	o15867	w1695
b4887	o18554	w14251
	o21716	w24226
	o22566	w40039
	o13389	w24999
	o9439	w18527
	o9549	w33027
b6283	o2534	w19109
	o17742	w10471
	o19462	w42781
	o5798	w36654
b16275	o16306	w41251
	o10959	w833
	o14205	w6617
	o14368	w37422
b12534	o8129	w4833
	o16917	w14752
	o4261	w4932
	o4711	w16843
b2354	o3125	w5970
b4525	o5517	w13032
b11808	o16242	w36574
	o12550	w34656
	o22684	w13189
	o8832	w14023
b3831	o5061	w10995
	o4111	w19120
	o14890	w41149
b7034	o7484	w21136
	o14257	w14825
b4920	o18156	w14378
b12735	o9770	w8854
b3894	o8342	w11209
	o4112	w19142
	o17901	w39512
	o7775	w25738
	o14372	w1327
	o15978	w10436
	o4815	w41437
	o960	w105
b8442	o8255	w25699
	o939	w41130
	o17973	w24137
	o21728	w29511
	o21368	w13327
b6019	o3039	w18358
	o7620	w12875
	o15586	w33778
	o7857	w34843
	o16082	w2378
	o377	w16401
b530	o2395	w40479
	o7790	w30281
	o13916	w15979
	o21956	w30579
	o10920	w35869
	o1260	w27606
	o2899	w5210
	o6281	w38376
	o5285	w1407
	o10196	w6324
	o11514	w30286
	o2867	w29682
	o10366	w30028
	o11060	w840
	o9397	w3248
	o4417	w16037
b12842	o11780	w9521
	o5766	w29665
	o8812	w8239
	o11527	w28487
	o16464	w15542
	o20034	w41529
b6273	o19885	w19072
	o13119	w6210
	o7921	w8245
b1501	o4392	w3017
	o13762	w28859
	o1950	w2230
	o3326	w10450
	o8765	w145
b1689	o14932	w3583
b13085	o13799	w13175
	o3888	w33673
	o20763	w32652
	o16490	w19322
	o14818	w13854
	o17131	w40666
b5242	o16461	w15501
	o14337	w31773
	o14426	w37970
	o4495	w42667
	o4858	w10940
b14814	o9328	w37745
b11403	o16230	w35357
	o14145	w27558
	o10197	w7000
b6923	o14991	w20838
	o22992	w23409
	o18518	w7021
	o1954	w7171
	o5733	w24098
	o7317	w9863
	o22545	w29116
	o1444	w36403
	o19331	w33417
	o4633	w23801
b12381	o3925	w2509
b262	o13434	w5704
	o13462	w4826
	o3340	w13079
b8118	o421	w24622
	o5152	w35007
	o3407	w23582
	o3368	w16874
	o19538	w15228
	o22866	w30041
	o5528	w19321
	o1757	w7577
