movie_year	title	released	key_omdb
1971	how to frame a figg	1-Feb-71	o17489
1971	is there sex after death?	24-Oct-71	o17490
1971	jennifer on my mind	18-Sep-72	o17491
1971	klute	25-Jun-71	o17492
1971	kotch	17-Sep-71	o17493
1971	let's scare jessica to death	6-Aug-71	o17494
1971	little murders	9-Feb-71	o17495
1971	maid in sweden	15-Jul-72	o17496
1971	man in the wilderness	19-Dec-71	o17497
1971	mccabe & mrs. miller	24-Jun-71	o17498
1971	men of crisis: the harvey wallinger story		o17499
1971	minnie and moskowitz	21-Jul-72	o17500
1971	mooch goes to hollywood		o17501
1971	night of dark shadows	4-Aug-71	o17502
1971	octaman	3-Nov-71	o17503
1971	okay bill		o17504
1971	once upon a wheel	18-Apr-71	o17505
1971	one more train to rob	1-Jun-71	o17506
1971	pink narcissus	13-Mar-93	o17507
1971	play misty for me	12-Nov-71	o17508
1971	preacherman		o17509
1971	pretty maids all in a row	12-Jul-71	o17510
1971	private duty nurses	1-Sep-71	o17511
1971	raid on rommel	12-Feb-71	o17512
1971	rain for a dusty summer		o17513
1971	ride the hot wind		o17514
1971	shoot out	16-Aug-71	o17515
1971	"simon, king of the witches"	1-Apr-71	o17516
1971	skin game	1-Feb-72	o17517
1971	some of my best friends are	27-Oct-71	o17518
1971	sometimes aunt martha does dreadful things		o17519
1971	speeding up time		o17520
1971	star spangled girl	22-Dec-71	o17521
1971	such good friends	14-Oct-72	o17522
1971	summer of '42	26-Apr-71	o17523
1971	summertree		o17524
1971	support your local gunfighter	14-May-71	o17525
1971	swamp girl		o17526
1971	sweet savior	29-Jun-73	o17527
1971	sweet sweetback's baadasssss song	22-Mar-73	o17528
1971	t.r. baskin	20-May-72	o17529
1971	thx 1138	11-Mar-71	o17530
1971	the act of seeing with one's own eyes		o17531
1971	the anderson tapes	2-Sep-71	o17532
1971	the barefoot executive	17-Mar-71	o17533
1971	the battle of love's return	1-Jun-71	o17534
1971	the beguiled	29-Jan-71	o17535
1971	the big doll house	26-Feb-72	o17536
1971	the birdmen	18-Sep-71	o17537
1971	the bridge in the jungle	1-Jan-71	o17538
1971	the brotherhood of satan	6-Aug-71	o17539
1971	the christian licorice store	1-Nov-71	o17540
1971	the crunch bird		o17541
1971	the gatling gun	1-May-71	o17542
1971	the geek	7-Jul-71	o17543
1971	the grissom gang	1-Sep-71	o17544
1971	the hard ride	28-Aug-72	o17545
1971	the hired hand	27-Sep-71	o17546
1971	the hospital	16-Jun-72	o17547
1971	the incredible 2-headed transplant	27-Apr-73	o17548
1971	the last movie	21-Oct-88	o17549
1971	the last picture show	22-Oct-71	o17550
1971	the last run	24-Sep-71	o17551
1971	the light at the edge of the world	29-Oct-71	o17552
1971	the marriage of a young stockbroker	19-Aug-71	o17553
1971	the mephisto waltz	28-Jun-71	o17554
1971	the million dollar duck	30-Jun-71	o17555
1971	the murder of fred hampton	1-May-71	o17556
1971	the night god screamed		o17557
1971	the numbers start with the river		o17558
1971	the omega man	1-Aug-71	o17559
1971	the panic in needle park	1-Jun-71	o17560
1971	the projectionist	17-Jan-71	o17561
1971	the resurrection of zachary wheeler	1-Nov-71	o17562
1971	the return of count yorga		o17563
1971	the sandpit generals	1-Aug-72	o17564
1971	the steagle	15-Sep-71	o17565
1971	the todd killings	4-Aug-72	o17566
1971	the touch of satan	23-Aug-71	o17567
1971	the velvet vampire	13-Oct-71	o17568
1971	there's always vanilla	11-Feb-72	o17569
1971	this stuff'll kill ya!		o17570
1971	two-lane blacktop	28-Oct-72	o17571
1971	valdez is coming	9-Apr-71	o17572
1971	vietnam! vietnam!	1-Sep-71	o17573
1971	von richthofen and brown	10-Sep-71	o17574
1971	wake in fright		o17575
1971	walls of fire		o17576
1971	werewolves on wheels	19-Nov-71	o17577
1971	what's the matter with helen?	13-Apr-72	o17578
1971	wild rovers	13-Oct-71	o17579
1971	willy wonka & the chocolate factory	30-Jun-71	o17580
1971	women in cages	15-Nov-73	o17581
1971	zaat	1-Jan-71	o17582
1969	100 rifles	26-Mar-69	o17583
1969	2000 years later	11-Mar-69	o17584
1969	80 steps to jonah	1-Dec-69	o17585
1969	a boy named charlie brown	4-Dec-69	o17586
1969	a boy... a girl	25-Apr-69	o17587
1969	a day in the death of donny b		o17588
1969	a time for dying	2-Jun-82	o17589
1969	a walk with love and death	5-Oct-69	o17590
1969	american revolution 2		o17591
1969	an impression of john steinbeck: writer		o17592
1969	angel in my pocket	2-Apr-69	o17593
1969	"angel, angel, down we go"	19-Aug-69	o17594
1969	blood of dracula's castle	5-Oct-69	o17595
1969	blue movie	10-Feb-72	o17596
1969	bob & carol & ted & alice	16-Jan-70	o17597
1969	bugged by a bee	26-Jul-69	o17598
1969	butch cassidy and the sundance kid	24-Oct-69	o17599
1969	castle keep	1-Oct-69	o17600
1969	change of habit	21-Jan-70	o17601
1969	change of mind	8-Oct-69	o17602
1969	charlie brown and charles schulz	22-May-69	o17603
1969	charro!	13-Mar-69	o17604
1969	death of a gunfighter	1-Apr-69	o17605
1969	downhill racer	9-Jan-70	o17606
1969	easy rider	26-Jun-69	o17607
1969	eye of the cat	17-Jul-69	o17608
1969	"gaily, gaily"	23-Mar-70	o17609
1969	"hail, hero!"	25-Jun-70	o17610
1969	hard contract	15-May-69	o17611
1969	heaven with a gun	1-May-69	o17612
1969	hello down there	25-Jun-69	o17613
1969	how to commit marriage	12-Jun-70	o17614
1969	"if it's tuesday, this must be belgium"	24-Apr-69	o17615
1969	in search of gregory	6-May-70	o17616
1969	invocation of my demon brother	10-Oct-69	o17617
1969	it's tough to be a bird	10-Dec-69	o17618
1969	jenny is a good thing		o17619
1969	judy's little no-no		o17620
1969	lanton mills		o17621
1969	leo beuerman	1-Oct-69	o17622
1969	love camp 7	4-Oct-69	o17623
1969	mackenna's gold	10-May-69	o17624
1969	"me, natalie"	6-Feb-70	o17625
1969	medium cool		o17626
1969	midas run	15-May-69	o17627
1969	midnight cowboy	16-Jun-69	o17628
1969	mondo trasho	14-Mar-69	o17629
1969	more dead than alive	15-Jan-69	o17630
1969	naked angels	27-Nov-70	o17631
1969	nightmare in wax	14-May-69	o17632
1969	popi	22-Oct-69	o17633
1969	putney swope	10-Jul-69	o17634
1969	"run wild, run free"	28-Mar-69	o17635
1969	sam whiskey	1-Apr-69	o17636
1969	sam's song		o17637
1969	satan's sadists	1-Jun-69	o17638
1969	scream baby scream		o17639
1969	seven in darkness	23-Sep-69	o17640
1969	smith!	21-Mar-69	o17641
1969	some kind of a nut	14-Sep-70	o17642
1969	strategy of terror	1-Jan-69	o17643
1969	support your local sheriff!	26-Mar-69	o17644
1969	take the money and run	10-Jul-70	o17645
1969	target: harry	23-May-69	o17646
1969	tell them willie boy is here	31-Oct-69	o17647
1969	that cold day in the park	8-Jun-69	o17648
1969	the appointment	23-May-69	o17649
1969	the april fools	28-May-69	o17650
1969	the big cube	30-Apr-69	o17651
1969	the bridge at remagen	23-Oct-69	o17652
1969	the bushbaby	31-Oct-70	o17653
1969	the chairman	1-Jul-69	o17654
1969	the comic	2-Oct-70	o17655
1969	the computer wore tennis shoes	31-Dec-69	o17656
1969	the cycle savages	24-Sep-69	o17657
1969	the desperados	28-Feb-69	o17658
1969	the devil's 8	24-Apr-70	o17659
1969	the extraordinary seaman	1-Jan-69	o17660
1969	the fabulous bastard from chicago	1-Jun-69	o17661
1969	the fantastic plastic machine	1-May-69	o17662
1969	the gay deceivers	25-Apr-80	o17663
1969	the girl who returned	30-Oct-69	o17664
1969	the good guys and the bad guys	3-Nov-69	o17665
1969	the gun runner		o17666
1969	the gypsy moths	13-Sep-69	o17667
1969	the happy ending	22-May-70	o17668
1969	the learning tree	13-Mar-70	o17669
1969	the lost man	11-Jul-69	o17670
1969	the love god?	1-Aug-69	o17671
1969	the magic machines		o17672
1969	the maltese bippy	18-Jun-69	o17673
1969	the picasso summer		o17674
1969	the racing scene	3-May-97	o17675
1969	the rain people	27-Aug-69	o17676
1969	the secret sex lives of romeo and juliet	1-Mar-69	o17677
1969	the secret of santa vittoria	27-Feb-70	o17678
1969	the sterile cuckoo	22-Oct-69	o17679
1969	the thousand plane raid	1-Jul-69	o17680
1969	the valley of gwangi		o17681
1969	the very friendly neighbors		o17682
1969	the wild bunch	7-Aug-69	o17683
1969	the wolf men		o17684
1969	the wonderful land of oz	31-Oct-69	o17685
1969	turn on to love	19-Dec-69	o17686
1969	two roses and a golden rod		o17687
1969	viva max	1-Dec-69	o17688
1969	what ever happened to aunt alice?	20-Aug-69	o17689
1969	winning	22-May-69	o17690
1969	young billy young	21-Nov-69	o17691
1976	21 hours at munich	7-Nov-76	o17692
1976	alex & the gypsy		o17693
1976	alice sweet alice	13-Nov-76	o17694
1976	all this and world war ii	12-Nov-76	o17695
1976	baby blue marine	11-Sep-76	o17696
1976	bittersweet love	1-Oct-76	o17697
1976	black shampoo	5-Mar-76	o17698
1976	bobbie jo and the outlaw		o17699
1976	brotherhood of death	1-Sep-76	o17700
1976	"buffalo bill and the indians, or sitting bull's history lesson"	24-Jun-76	o17701
1976	c.b. hustlers	1-Jan-76	o17702
1976	chesty: a tribute to a legend	4-Apr-76	o17703
1976	chulas fronteras	30-Dec-76	o17704
1976	creature from black lake	1-Mar-76	o17705
1976	death at love house	3-Sep-76	o17706
1976	dixie dynamite	1-Nov-76	o17707
1976	"dr. black, mr. hyde"	1-Jan-76	o17708
1976	eat my dust	1-Apr-76	o17709
1976	echoes of a summer	1-Apr-76	o17710
1976	edith's shopping bag	1-Apr-05	o17711
1976	exit dying	31-Oct-76	o17712
1976	family plot	9-Apr-76	o17713
1976	fighting mad	8-Oct-76	o17714
1976	flood	24-Nov-76	o17715
1976	from noon till three	1-Aug-76	o17716
1976	futureworld	13-Aug-76	o17717
1976	gable and lombard	26-Feb-76	o17718
1976	god told me to	11-Jul-79	o17719
1976	harlan county u.s.a.	28-Sep-77	o17720
1976	harry and walter go to new york	19-Aug-76	o17721
1976	hawmps!	20-May-76	o17722
1976	hollywood man	6-Mar-78	o17723
1976	hollywood on trial	1-Nov-76	o17724
1976	hot summer in the city	14-Jul-76	o17725
1976	in the region of ice	6-Oct-76	o17726
1976	"jim, the world's greatest"	1-Jan-76	o17727
1976	kenny & company	1-Nov-76	o17728
1976	king kung fu	15-Oct-16	o17729
1976	look what's happened to rosemary's baby	29-Oct-76	o17730
1976	mako: the jaws of death	1-Jul-76	o17731
1976	mansion of the doomed	1-Oct-76	o17732
1976	massacre at central high	1-Sep-76	o17733
1976	"mayday at 40,000 feet!"	12-Nov-76	o17734
1976	mikey and nicky	21-Dec-76	o17735
1976	"mother, jugs & speed"	26-May-76	o17736
1976	murder by death	23-Jun-76	o17737
1976	mustang country	1-Mar-76	o17738
1976	nashville girl	1-Mar-76	o17739
1976	"next stop, greenwich village"	4-Feb-76	o17740
1976	"no deposit, no return"	5-Feb-76	o17741
1976	northville cemetery massacre	1-Mar-76	o17742
1976	not a pretty picture	31-Mar-76	o17743
1976	number our days		o17744
1976	people of the wind	29-Oct-76	o17745
1976	project: kill	1-Oct-76	o17746
1976	robin and marian	12-Mar-76	o17747
1976	rocky	3-Dec-76	o17748
1976	sasquatch: the legend of bigfoot	9-Mar-77	o17749
1976	scorchy	1-Jul-78	o17750
1976	shadow of the hawk	14-Jul-76	o17751
1976	shark kill	20-May-76	o17752
1976	silent movie	16-Jun-76	o17753
1976	sky riders	21-May-76	o17754
1976	smash-up on interstate 5	3-Dec-76	o17755
1976	spirit of seventy sex	1-May-89	o17756
1976	taxi driver	8-Feb-76	o17757
1976	"that's entertainment, part ii"	17-May-76	o17758
1976	the amazing dobermans	24-Nov-76	o17759
1976	the bad news bears	7-Apr-76	o17760
1976	the bette midler show	19-Jun-76	o17761
1976	the big bus	22-Oct-76	o17762
1976	the bingo long traveling all-stars & motor kings	17-Nov-76	o17763
1976	the blank generation	22-Apr-76	o17764
1976	the boy in the plastic bubble	12-Nov-76	o17765
1976	the death collector	29-Oct-76	o17766
1976	the disappearance of aimee	17-Nov-76	o17767
1976	the duchess and the dirtwater fox	1-Apr-76	o17768
1976	the first nudie musical	1-Mar-76	o17769
1976	the front	1-Jan-77	o17770
1976	the great scout & cathouse thursday	23-Jun-76	o17771
1976	the great texas dynamite chase	1-Jul-76	o17772
1976	the gumball rally	28-Jul-76	o17773
1976	the human tornado	2-Oct-76	o17774
1976	the killing of a chinese bookie	8-Oct-77	o17775
1976	the memory of justice	4-Oct-76	o17776
1976	the missouri breaks	22-May-76	o17777
1976	the next man	10-Nov-76	o17778
1976	the omen	25-Jun-76	o17779
1976	the opening of misty beethoven	15-Nov-76	o17780
1976	the outlaw josey wales	7-Aug-76	o17781
1976	the pom pom girls	1-May-76	o17782
1976	the return of a man called horse	4-Aug-76	o17783
1976	the shaggy d.a.	17-Dec-76	o17784
1976	the shootist	20-Aug-76	o17785
1976	the story of david	9-Apr-76	o17786
1976	the town that dreaded sundown	24-Dec-76	o17787
1976	the wackiest wagon train in the west	1-Aug-76	o17788
1976	the witch who came from the sea	1-Feb-76	o17789
1976	the zebra force	14-Oct-76	o17790
1976	to fly!	19-Jun-81	o17791
1976	track of the moon beast	1-May-78	o17792
1976	treasure of matecumbe	1-Jul-76	o17793
1976	two-minute warning	12-Nov-76	o17794
1976	union maids	4-Feb-77	o17795
1976	velvet smooth	1-Jun-76	o17796
1976	vigilante force	25-Apr-78	o17797
1976	w.c. fields and me	11-Jan-78	o17798
1976	welcome to l.a.	28-Apr-78	o17799
1976	wet wilderness	11-Jan-76	o17800
1976	"what now, catherine curtis?"	30-Mar-76	o17801
1976	won ton ton: the dog who saved hollywood	26-May-76	o17802
0	2 broke girls	19-Sep-11	o17803
0	a woman called moses		o17804
0	american roots music	29-Oct-01	o17805
0	bollywood on line		o17806
0	celebrity house hunting	8-Mar-12	o17807
0	"love, lies and murder"	16-Feb-91	o17808
0	mala noche... no!		o17809
0	my little pony: meet the ponies		o17810
0	not for ourselves alone: the story of elizabeth cady stanton & susan b. anthony		o17811
0	the greatest pharaohs	11-Jul-97	o17812
1930	a daughter of the congo	5-Apr-30	o17813
1930	a devil with women	18-Oct-30	o17814
1930	a lady surrenders	6-Oct-30	o17815
1930	a lady to love	28-Feb-30	o17816
1930	a lady's morals	8-Nov-30	o17817
1930	a man from wyoming	12-Jul-30	o17818
1930	a soldier's plaything	1-Nov-30	o17819
1930	a tough winter	21-Jun-30	o17820
1930	africa speaks!	15-Aug-30	o17821
1930	alias french gertie	20-Apr-30	o17822
1930	along came youth	20-Dec-30	o17823
1930	another fine mess	29-Nov-30	o17824
1930	anybody's war	10-Jul-30	o17825
1930	anybody's woman	15-Aug-30	o17826
1930	april maze	1-Sep-30	o17827
1930	arctic antics	26-Jun-30	o17828
1930	be yourself!	8-Feb-30	o17829
1930	bear shooters	17-May-30	o17830
1930	behind the make-up	21-Feb-30	o17831
1930	borrowed wives	20-Aug-30	o17832
1930	box car blues	1-Dec-30	o17833
1930	brats	22-Mar-30	o17834
1930	bride of the regiment	21-May-30	o17835
1930	broadway folly	3-Mar-30	o17836
1930	call of the flesh	16-Aug-30	o17837
1930	cannibal capers	13-Mar-30	o17838
1930	caught short	10-May-30	o17839
1930	"charros, gauchos y manolas"	15-Mar-30	o17840
1930	check and double check	25-Oct-30	o17841
1930	cheer up and smile	22-Jun-30	o17842
1930	children of pleasure	26-Apr-30	o17843
1930	clancy in wall street	15-Mar-30	o17844
1930	college lovers	5-Oct-30	o17845
1930	congo jazz	1-Aug-30	o17846
1930	crazy that way	30-Mar-30	o17847
1930	dancing sweeties	19-Jul-30	o17848
1930	danger lights	21-Aug-30	o17849
1930	dangerous nan mcgrew	22-Jun-30	o17850
1930	dangerous paradise	13-Feb-30	o17851
1930	divorce among friends	13-Dec-30	o17852
1930	dizzy dishes	9-Aug-30	o17853
1930	double cross roads	20-Apr-30	o17854
1930	"du barry, woman of passion"	11-Oct-30	o17855
1930	embarrassing moments	1-Jun-30	o17856
1930	estrellados	7-Jul-30	o17857
1930	feet first	8-Nov-30	o17858
1930	follow thru	27-Sep-30	o17859
1930	frolicking fish	8-May-30	o17860
1930	from stump to ship		o17861
1930	general crack	25-Jan-30	o17862
1930	girl of the port	2-Feb-30	o17863
1930	going wild	21-Dec-30	o17864
1930	guilty?	3-Mar-30	o17865
1930	half shot at sunrise	4-Oct-30	o17866
1930	he knew women	22-Apr-30	o17867
1930	hell harbor	15-Mar-30	o17868
1930	hello sister	15-Feb-30	o17869
1930	henpecked	11-Aug-30	o17870
1930	her wedding night	28-Sep-30	o17871
1930	high society blues	23-Mar-30	o17872
1930	hold anything	1-Nov-30	o17873
1930	hot curves	15-Jun-30	o17874
1930	in gay madrid	17-May-30	o17875
1930	in the next room	26-Jan-30	o17876
1930	ingagi	15-Mar-30	o17877
1930	isle of escape	1-Mar-30	o17878
1930	jazz rhythm	19-Jun-30	o17879
1930	just imagine	23-Nov-30	o17880
1930	king of jazz	20-Apr-30	o17881
1930	kounty fair	6-Jan-30	o17882
1930	la voluntad del muerto	12-Dec-30	o17883
1930	ladies love brutes	15-May-30	o17884
1930	ladies of leisure	5-Apr-30	o17885
1930	leathernecking	12-Sep-30	o17886
1930	let's go native	16-Aug-30	o17887
1930	let's go places	2-Feb-30	o17888
1930	loose ankles	2-Feb-30	o17889
1930	lord byron of broadway	28-Feb-30	o17890
1930	lotus lady	31-Oct-30	o17891
1930	love among the millionaires	19-Jul-30	o17892
1930	love comes along	5-Jan-30	o17893
1930	love in the rough	6-Sep-30	o17894
1930	lucky larkin	2-Mar-30	o17895
1930	madam satan	20-Sep-30	o17896
1930	maybe it's love	4-Oct-30	o17897
1930	men are like that	22-Mar-30	o17898
1930	men of the north	27-Sep-30	o17899
1930	mickey's champs	2-Feb-30	o17900
1930	mickey's luck	30-Mar-30	o17901
1930	mickey's merry men	20-Jul-30	o17902
1930	mickey's warriors	25-May-30	o17903
1930	midnight mystery	1-Jun-30	o17904
1930	midnight in a toy shop	3-Jul-30	o17905
1930	min and bill	29-Nov-30	o17906
1930	monkey melodies	10-Aug-30	o17907
1930	montana moon	20-Mar-30	o17908
1930	mothers cry	7-Dec-30	o17909
1930	murder on the roof	29-Jan-30	o17910
1930	mysterious mose	27-Dec-30	o17911
1930	near the rainbow's end	10-Jun-30	o17912
1930	new movietone follies of 1930	4-May-30	o17913
1930	not so dumb	2-Feb-30	o17914
1930	not so quiet	30-Jun-30	o17915
1930	numbered men	3-Aug-30	o17916
1930	"oh, sailor behave!"	16-Aug-30	o17917
1930	"oh, for a man!"	28-Nov-30	o17918
1930	on your back	14-Sep-30	o17919
1930	one night at susie's	19-Oct-30	o17920
1930	one romantic night	3-May-30	o17921
1930	only saps work	6-Dec-30	o17922
1930	our blushing brides	19-Jul-30	o17923
1930	parade of the west	19-Jan-30	o17924
1930	paramount on parade	22-Apr-30	o17925
1930	part time wife	28-Dec-30	o17926
1930	playboy of paris	18-Oct-30	o17927
1930	playful pan	27-Dec-30	o17928
1930	playing around	19-Jan-30	o17929
1930	pups is pups	30-Aug-30	o17930
1930	queen high	23-Aug-30	o17931
1930	roadhouse nights	23-Feb-30	o17932
1930	roaring ranch	27-Apr-30	o17933
1930	rough romance	15-Jun-30	o17934
1930	rough waters	7-Jun-30	o17935
1930	sarah and son	14-Mar-30	o17936
1930	scarlet pages	28-Sep-30	o17937
1930	shadow of the law	6-Jun-30	o17938
1930	she's my weakness	1-Aug-30	o17939
1930	shivering shakespeare	25-Jan-30	o17940
1930	shooting straight	20-Jul-30	o17941
1930	si si senor	21-Sep-30	o17942
1930	sin takes a holiday	10-Nov-30	o17943
1930	sinners' holiday	11-Oct-30	o17944
1930	slow beau	27-Feb-30	o17945
1930	son of the gods	9-Mar-30	o17946
1930	song o' my heart	7-Sep-30	o17947
1930	song of the caballero	29-Jun-30	o17948
1930	song of the west	15-Mar-30	o17949
1930	sons of the saddle	3-Aug-30	o17950
1930	soup to nuts	28-Sep-30	o17951
1930	strictly modern	2-Mar-30	o17952
1930	strictly unconventional	3-May-30	o17953
1930	such men are dangerous	9-Mar-30	o17954
1930	sweet kitty bellairs	5-Sep-30	o17955
1930	sweethearts and wives	15-Jun-30	o17956
1930	swing you sinners!	24-Sep-30	o17957
1930	temple tower	13-Apr-30	o17958
1930	terry of the 'times'	11-Aug-30	o17959
1930	the bad one	3-May-30	o17960
1930	the bat whispers	13-Nov-30	o17961
1930	the big party	23-Feb-30	o17962
1930	the big pond	3-May-30	o17963
1930	the big trail	1-Nov-30	o17964
1930	the booze hangs high	1-Dec-30	o17965
1930	the boudoir diplomat	5-Dec-30	o17966
1930	the cat creeps	10-Nov-30	o17967
1930	the chain gang	18-Aug-30	o17968
1930	the cohens and the kellys in scotland	1-Mar-30	o17969
1930	the concentratin' kid	26-Oct-30	o17970
1930	the costello case	15-Oct-30	o17971
1930	the cuckoos	4-May-30	o17972
1930	the devil to pay!	20-Dec-30	o17973
1930	the devil's holiday	9-May-30	o17974
1930	the divorcee	19-Apr-30	o17975
1930	the dogway melody		o17976
1930	the doorway to hell	18-Oct-30	o17977
1930	the eyes of the world	30-Aug-30	o17978
1930	the fighting legion	6-Apr-30	o17979
1930	the first seven years	1-Mar-30	o17980
1930	the flirting widow	11-May-30	o17981
1930	the florodora girl	31-May-30	o17982
1930	the golf specialist	22-Aug-30	o17983
1930	the gorilla mystery	22-Sep-30	o17984
1930	the indians are coming	10-Oct-30	o17985
1930	the jade box	24-Mar-30	o17986
1930	the kibitzer	11-Jan-30	o17987
1930	the lady of scandal	24-May-30	o17988
1930	the laurel-hardy murder case	6-Sep-30	o17989
1930	the lightning express	2-Jun-30	o17990
1930	the lone defender	5-Mar-30	o17991
1930	the man hunter	3-May-30	o17992
1930	the man from blankley's	28-Mar-30	o17993
1930	the matrimonial bed	2-Aug-30	o17994
1930	the mounted stranger	8-Feb-30	o17995
1930	the navy	3-Nov-30	o17996
1930	the office wife	23-Aug-30	o17997
1930	the oklahoma cyclone	8-Aug-30	o17998
1930	the pay-off	15-Oct-30	o17999
1930	the return of dr. fu manchu	2-May-30	o18000
1930	the rogue song	10-May-30	o18001
1930	the royal family of broadway	11-Jan-33	o18002
1930	the sap from syracuse	26-Jul-30	o18003
1930	the sea bat	5-Jul-30	o18004
1930	the sea god	13-Sep-30	o18005
1930	the second floor mystery	26-Apr-30	o18006
1930	the ship from shanghai	31-Jan-30	o18007
1930	the sins of the children	28-Jun-30	o18008
1930	the social lion	21-Jun-30	o18009
1930	the song of the flame	25-May-30	o18010
1930	the third alarm	17-Nov-30	o18011
1930	the truth about youth	3-Nov-30	o18012
1930	the virtuous sin	1-Nov-30	o18013
1930	the voice from the sky	1-Jan-30	o18014
1930	the way of all men	7-Sep-30	o18015
1930	the widow from chicago	23-Nov-30	o18016
1930	they learned about women	31-Jan-30	o18017
1930	those three french girls	11-Oct-30	o18018
1930	those who dance	19-Apr-30	o18019
1930	trailing trouble	23-Mar-30	o18020
1930	trigger tricks	8-Jun-30	o18021
1930	troopers three	23-Feb-30	o18022
1930	true to the navy	25-May-30	o18023
1930	two plus fours	10-Aug-30	o18024
1930	under a texas moon	1-Apr-30	o18025
1930	up the river	12-Oct-30	o18026
1930	viennese nights	26-Nov-30	o18027
1930	war nurse	22-Nov-30	o18028
1930	way for a sailor	1-Nov-30	o18029
1930	what men want	13-Jul-30	o18030
1930	what a widow!	13-Sep-30	o18031
1930	whispering whoopee	8-Mar-30	o18032
1930	wild company	5-Jul-30	o18033
1930	with byrd at the south pole	28-Jun-30	o18034
1930	women everywhere	1-Jun-30	o18035
1930	won by a neck	5-Oct-30	o18036
1930	young man of manhattan	17-May-30	o18037
1966	10:30 p.m. summer	28-Oct-66	o18038
1966	01:42.1		o18039
1966	7 women	24-Mar-66	o18040
1966	a big hand for the little lady	1-Jul-66	o18041
1966	a fine madness	23-Sep-66	o18042
1966	"a smell of honey, a swallow of brine"	10-Jun-66	o18043
1966	a year toward tomorrow		o18044
1966	agent for h.a.r.m.	11-May-66	o18045
1966	alice in wonderland or what's a nice kid like you doing in a place like this?	30-Mar-66	o18046
1966	ambush bay	13-Jun-66	o18047
1966	any wednesday	24-Feb-67	o18048
1966	around the world under the sea	22-Jun-66	o18049
1966	assault on a queen	15-Jun-66	o18050
1966	birds do it	1-Aug-66	o18051
1966	blood bath	2-Mar-66	o18052
1966	"boy, did i get a wrong number!"	8-Jun-66	o18053
1966	cast a giant shadow	30-Mar-66	o18054
1966	castle of evil	1-Nov-66	o18055
1966	catty-cornered	8-Sep-66	o18056
1966	chafed elbows		o18057
1966	cicero march		o18058
1966	curse of the swamp creature		o18059
1966	cyborg 2087	1-Oct-66	o18060
1966	daffy rents	26-Mar-66	o18061
1966	dead heat on a merry-go-round	25-Dec-66	o18062
1966	destination inner space	1-May-66	o18063
1966	"don't worry, we'll think of a title"	1-May-66	o18064
1966	duel at diablo	18-Jun-66	o18065
1966	fantastic voyage	14-Oct-66	o18066
1966	feather finger	20-Aug-66	o18067
1966	filet meow	2-Nov-70	o18068
1966	"film in which there appear edge lettering, sprocket holes, dirt particles, etc."	1-Dec-05	o18069
1966	fireball 500	7-Jun-66	o18070
1966	"follow me, boys!"	1-Dec-66	o18071
1966	how to steal a million	19-Aug-66	o18072
1966	i deal in danger	1-Dec-66	o18073
1966	jesse james meets frankenstein's daughter	10-Apr-66	o18074
1966	johnny reno	13-Jun-66	o18075
1966	johnny tiger	15-Jun-66	o18076
1966	kid rodelo	1-Jan-66	o18077
1966	let's kill uncle	16-Apr-67	o18078
1966	lord love a duck	29-Jul-66	o18079
1966	lost command	1-May-66	o18080
1966	"love me, love my mouse"	28-Apr-66	o18081
1966	"lt. robin crusoe, u.s.n."	29-Jul-66	o18082
1966	made in paris	9-Feb-66	o18083
1966	manos: the hands of fate	15-Nov-66	o18084
1966	matinee mouse	14-Jul-66	o18085
1966	mexican mousepiece	26-Feb-66	o18086
1966	mister buddwing	15-Jul-66	o18087
1966	mucho locos	5-Feb-66	o18088
1966	"munster, go home!"	15-Jun-66	o18089
1966	"namu, the killer whale"	1-Aug-66	o18090
1966	nevada smith		o18091
1966	"not with my wife, you don't!"	1-Jan-67	o18092
1966	once before i die	1-Dec-66	o18093
1966	one spy too many	12-Feb-66	o18094
1966	one of our spies is missing	1-Dec-66	o18095
1966	our man flint	16-Jan-66	o18096
1966	"paradise, hawaiian style"	15-Jun-66	o18097
1966	picture mommy dead	12-Sep-69	o18098
1966	purple death from outer space		o18099
1966	puss 'n' boats	5-May-66	o18100
1966	queen of blood	1-Mar-66	o18101
1966	rat pfink a boo boo	1-Sep-66	o18102
1966	ride in the whirlwind	11-Sep-68	o18103
1966	snow excuse	21-May-66	o18104
1966	tarzan and the valley of gold	1-Jul-66	o18105
1966	texas across the river	26-Oct-66	o18106
1966	that tennessee beat	1-Oct-66	o18107
1966	the a-tom-inable snowman		o18108
1966	the appaloosa	1-Oct-66	o18109
1966	the astroduck	1-Jan-66	o18110
1966	the bible: in the beginning...	28-Sep-66	o18111
1966	the big t.n.t. show	1-Jan-66	o18112
1966	the black klansman	1-Jun-66	o18113
1966	the face of a genius		o18114
1966	the fat spy	11-May-66	o18115
1966	the fighting prince of donegal	1-Oct-66	o18116
1966	the fortune cookie	19-Oct-66	o18117
1966	the ghost and mr. chicken	20-Jan-66	o18118
1966	the ghost in the invisible bikini	6-Apr-66	o18119
1966	the glass bottom boat	9-Jun-66	o18120
1966	the las vegas hillbillys	11-May-66	o18121
1966	the legend of marilyn monroe	30-Nov-66	o18122
1966	the navy vs. the night monsters	19-May-66	o18123
1966	the odds against	1-Oct-66	o18124
1966	the pad and how to use it	23-Sep-66	o18125
1966	the pink blueprint	25-May-66	o18126
1966	the poppy is also a flower	16-Oct-66	o18127
1966	the rare breed	25-Feb-66	o18128
1966	the really big family		o18129
