index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,bom_awards,bom_awards_scr,actor_clean,director_clean,writer_clean,distributor_clean,composer_clean,cinematographer_clean,producer_clean,actor_score,director_score,writer_score,distributor_score,composer_score,cinematographer_score,producer_score
2436,,w15885,o1788,grounds for marriage,1951,1173000.0,1587000.0,0.35294117647058826,2051-01-19 00:00:00,1.0,1.0,19.0,3.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2437,,w15888,,group sex ,,13000000.0,38234230.0,1.941094615384616,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2438,b5335,w15894,,grown ups ,2010,80000000.0,271430189.0,2.3928773625,2010-06-25 00:00:00,6.0,2.0,176.0,25.0,0.0,,3.0,,0.0,"['Adam Sandler', 'Kevin James', 'Chris Rock', 'Rob Schneider', 'David Spade', 'Salma Hayek', 'Maria Bello', 'Maya Rudolph', 'Steve Buscemi', 'Norm MacDonald', 'Jamie Chung']",['Dennis Dugan'],"['Adam Sandler', 'Fred Wolf']",['Sony / Columbia'],['Rupert Gregson-Williams'],['Theo van de Sande'],"['Jack Giarraputo', 'Tim Herlihy', 'Steve Koren', 'Adam Sandler']",46.238172666643905,2.1579728830755176,3.663445369343586,2840.565765788319,17.782459838392157,1.3616306568881118,10.94074278340436
2439,b5336,w15895,o1083,grown ups 2,2013,80000000.0,246984278.0,2.087303475,2013-07-12 00:00:00,7.0,3.0,193.0,27.0,0.0,,3.0,,0.0,"['Adam Sandler', 'Kevin James', 'Chris Rock', 'David Spade', 'Salma Hayek', 'Maya Rudolph', 'Maria Bello', 'Nick Swardson', 'Taylor Lautner']",['Dennis Dugan'],"['Tim Herlihy', 'Adam Sandler', 'Fred Wolf']",['Sony / Columbia'],['Rupert Gregson-Williams'],['Theo van de Sande'],"['Jack Giarraputo', 'Adam Sandler']",38.45314960474153,2.1579728830755176,6.716170398980374,2840.565765788319,17.782459838392157,1.3616306568881118,5.618392199265719
2440,b5337,w15904,,grudge match ,2013,40000000.0,44907260.0,0.1226815,2013-12-25 00:00:00,12.0,4.0,359.0,51.0,1.0,,3.0,,0.0,"['Sylvester Stallone', 'Robert DeNiro', 'Alan Arkin', 'Kevin Hart', 'Kim Basinger', 'Jon Bernthal', 'Anthony Anderson']",['Peter Segal'],"['Tim Kelleher', 'Rodney Rothman']",['Warner Bros.'],['Trevor Rabin'],['Dean Semler'],"['Bill Gerber', 'Peter Segal']",792919.8453949494,0.9904920319028034,3.3190800266666667,10192.334247628845,3.770229001303125,12.0719517267392,2.8868961937575226
2441,b5338,w15907,o20678,grumpier old men,1995,25000000.0,71518503.0,1.86074012,1995-12-22 00:00:00,12.0,4.0,356.0,51.0,1.0,,3.0,,0.0,"['Walter Matthau', 'Jack Lemmon', 'Sophia Loren', 'Ann-Margret']",['Howard Deutch'],['Mark Steven Johnson'],['Warner Bros.'],['Alan Silvestri'],['Tak Fujimoto'],['John Davis'],12.135494504619732,1.0827923262222223,0.5277661246024999,10192.334247628845,7.4759295538943,10.6130800742982,2.176364628809228
2442,b5339,w15911,,grumpy old men ,1993,35100000.0,70172621.0,0.9992199715099715,1993-12-25 00:00:00,12.0,4.0,359.0,51.0,1.0,,3.0,,0.0,[''],[''],['Mark Steven Johnson'],['Warner Bros.'],['Alan Silvestri'],['John E. Jensen'],['John Davis'],0.0,0.0,0.5277661246024999,10192.334247628845,7.4759295538943,0.9992199715099715,2.176364628809228
2443,b5343,w15918,,guardians of the galaxy ,2014,170000000.0,773328629.0,3.5489919352941177,2014-08-01 00:00:00,8.0,3.0,213.0,30.0,0.0,,3.0,Nominated for Two Oscars.,2.0,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper', 'Lee Pace', 'Karen Gillan', 'Djimon Hounsou', 'John C. Reilly', 'Glenn Close', 'Benicio Del Toro', 'Josh Brolin']",['James Gunn'],"['James Gunn', 'Nicole Perlman']",['Buena Vista'],['Tyler Bates'],['Ben Davis'],"['Kevin Feige', 'Louis DEsposito', 'Victoria Alonso', 'Jeremy Latcham ', 'Alan Fine', 'Stan Lee', 'Nikolas Korda']",99.44440117906862,3.7355596838235297,9.410042879294796,7.158891728638755,3.575705090706696,3.6208019461226297,35.45942729847966
2444,b5346,w15920,o2299,guarding tess,1994,20000000.0,27058304.0,0.3529152,1994-03-11 00:00:00,3.0,1.0,70.0,10.0,0.0,,3.0,,0.0,"['Shirley MacLaine', 'Nicolas Cage']",['Hugh Wilson'],[''],['TriStar'],['Michael Convertino'],['Brian J. Reynolds'],"['Ned Tanen', 'Nancy Graham Tanen']",14.447428106237432,3.6931242666666666,0.0,11257.356624180373,8.60349891763468,0.3529152,1.8524497230769228
2445,b5349,w15927,,guess who ,2005,35000000.0,101800000.0,1.9085714285714288,2005-03-25 00:00:00,3.0,1.0,84.0,12.0,0.0,,3.0,,0.0,"['Bernie Mac', 'Ashton Kutcher', 'Zoe Saldana']",[''],"['David Ronn', 'Jay Scherick']",['Sony / Columbia'],['John Murphy'],['Karl Walter Lindenlaub'],['Erwin Stoff'],12.099218471217647,0.0,4.676643027939245,2840.565765788319,0.7423016011574073,4.9804191101626145,10.2760290018154
2446,b5350,w15928,o8720,guess who's coming to dinner,1967,4000000.0,56666667.0,13.16666675,2067-12-11 00:00:00,12.0,4.0,345.0,50.0,0.0,,6.0,,0.0,"['Spencer Tracy', 'Sidney Poitier', 'Katharine Hepburn', 'Katharine Houghton', 'Cecil Kellaway', 'Beah Richards', 'Roy Glenn', 'Isabel Sanford']",['Stanley Kramer'],['William Rose'],['Columbia'],['Frank De Vol'],['Sam Leavitt '],['Stanley Kramer'],85.41957345714773,3.9831028033256657,13.16666675,50891.751764844994,5.4780897924840195,13.16666675,6.464838597287413
2447,b5355,w15943,o13752,guilty by suspicion,1991,16000000.0,9480000.0,-0.4075,1991-03-15 00:00:00,3.0,1.0,74.0,10.0,0.0,,3.0,,0.0,"['Chris Cooper', 'Robert DeNiro', 'Annette Bening']",['Irwin Winkler'],[''],['Warner Bros.'],['James Newton Howard'],['Michael Ballhaus'],['Arnon Milchan'],28.179732597770467,-0.37339809148148145,0.0,10192.334247628845,5.907034267845685,7.871738610304612,10.904205203286265
2448,b5358,w15962,,gulliver's travels (2010 film),2010,112000000.0,237382724.0,1.1194886071428571,2010-12-25 00:00:00,12.0,4.0,359.0,51.0,1.0,,2.0,,0.0,"['Jack Black', 'Jason Segel', 'Emily Blunt', 'Amanda Peet', 'Billy Connolly']",['Rob Letterman'],['Nick Stoller'],['Fox'],['Henry Jackman'],['David Tattersall'],"['Jack Black', 'John Davis']",26.79382535424089,2.9464243108087027,7.422612866825396,7.210996848464946,4.800836808573833,3.9263747475261273,2.6533402936901807
2449,b5359,w15964,o20679,gumby: the movie,4-Oct,2800000.0,57100.0,-0.9796071428571428,1995-05-12 00:00:00,5.0,2.0,132.0,19.0,0.0,,7.0,,0.0,"['Dal McKennon', 'Art Clokey', 'Gloria Clokey', 'Manny La Carruba']",['Art Clokey'],[''],['Arrow Releasing'],"['Jerry Gerber', 'Marco DAmbrosio']",['Art Clokey'],"['Art Clokey', 'Gloria Clokey', 'Kevin Reher']",-3.918428571428571,-0.9796071428571428,0.0,-0.9796071428571428,-1.9592142857142856,-0.9796071428571428,-2.9388214285714285
2450,b5360,w15965,o6425,gummo,1997,1300000.0,116799.0,-0.9101546153846154,1997-10-17 00:00:00,10.0,4.0,290.0,41.0,1.0,,4.0,,0.0,['Chloe Sevigny'],['Harmony Korine'],[''],['Fine Line'],[''],['Jean-Yves Escoffier'],"['Scott Macaulay', 'Robin OHara', 'Cary Woods']",8.216416102429964,1.1609093867417133,0.0,2.0579740758880005,0.0,21.889173912768182,-2.2753865384615386
2451,,w15981,o11906,gun glory,1957,1707000.0,2550000.0,0.4938488576449912,2057-08-05 00:00:00,8.0,3.0,217.0,31.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2452,,w15987,,gun law (1938 film),,78000.0,195000.0,1.5,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2453,b5364,w15994,,gun shy ,2000,14000000.0,3221280.0,-0.7699085714285714,2000-02-04 00:00:00,2.0,1.0,35.0,5.0,0.0,,4.0,,0.0,"['Liam Neeson', 'Sandra Bullock']",[''],[''],['Buena Vista'],['Rolfe Kent'],['Tom Richmond'],['Sandra Bullock'],30.935166219980076,0.0,0.0,7.158891728638755,6.503072263481185,1.7737797770191408,1.1480669492063493
2454,,w16006,,gunfight at the o.k. corral ,,2000000.0,10700000.0,4.35,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2455,b5368,w16020,,gung ho ,1986,18000000.0,36611610.0,1.0339783333333334,1986-03-14 00:00:00,3.0,1.0,73.0,10.0,0.0,,3.0,,0.0,['Michael Keaton'],['Ron Howard'],[''],['Paramount'],['Thomas Newman'],['Donald Peterman'],['Ron Howard'],10.998474957473732,10.610973506725173,0.0,10058.271040349393,9.58257943791504,10.756194058861624,10.139272027003177
2456,,w16021,,gung ho! (1943 film),,866898.0,2176489.0,1.5106633075632891,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,b5369,w16022,,gunga din ,1939,1915000.0,2807000.0,0.4657963446475196,2039-02-17 00:00:00,2.0,1.0,48.0,7.0,0.0,,6.0,,0.0,"['Cary Grant', 'Victor McLaglen', 'Douglas Fairbanks Jr.', 'Joan Fontaine', 'Sam Jaffe', 'Eduardo Ciannelli']",['George Stevens'],"['Joel Sayre', 'Fred Guiol', 'Ben Hecht ', 'Charles MacArthur ']",['RKO'],['Alfred Newman'],['Joseph H. August'],['George Stevens'],7.426928003111292,1.0768375535091521,1.8631853785900785,2.6081288203405504,2.6406238316078565,0.23933307017997774,0.8718337691586576
2458,b5377,w16061,o18709,guy and madeline on a park bench,2009,60000.0,35556.0,-0.4074,2010-11-05 00:00:00,11.0,4.0,309.0,44.0,1.0,,6.0,,0.0,"['Jason Palmer', 'Desiree Garcia', 'Sandha Khin', 'Karen Adelman']",['Damien Chazelle'],['Damien Chazelle'],['Variance Films'],['Justin Hurwitz'],['Damien Chazelle'],['Damien Chazelle'],-1.6296,41.02388522020202,39.276879015151515,-0.6909693798568116,50.61430646666667,-0.4074,-0.4074
2459,b5380,w16068,,guys and dolls ,1955,5500000.0,20000000.0,2.636363636363636,2055-11-03 00:00:00,11.0,4.0,307.0,44.0,0.0,,6.0,,0.0,"['Marlon Brando', 'Jean Simmons', 'Frank Sinatra', 'Vivian Blaine', 'Robert Keith', 'Stubby Kaye']",['Joseph L. Mankiewicz'],"['Joseph L. Mankiewicz', 'Abe Burrows ', 'Jo Swerling ']",['MGM'],['Frank Loesser'],['Harry Stradling Sr.'],['Samuel Goldwyn'],27.73877447526322,1.1793380243506493,6.7474747499999985,7055.647545642367,2.117821620072858,1.8886264677914706,24.445161776248195
2460,,w16075,,gypsy (1962 film),,4000000.0,11076923.0,1.76923075,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461,,w16078,o12731,gypsy colt,1954,512000.0,1425000.0,1.783203125,2054-04-02 00:00:00,4.0,2.0,92.0,13.0,0.0,,7.0,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2462,,w16098,o18710,hachi: a dog's tale,2009,16000000.0,46700000.0,1.91875,2010-03-12 00:00:00,3.0,1.0,71.0,10.0,0.0,,7.0,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2463,b5385,w16102,,hackers ,1995,20000000.0,7500000.0,-0.625,1995-09-15 00:00:00,9.0,3.0,258.0,37.0,0.0,,3.0,,0.0,"['Angelina Jolie', 'Matthew Lillard']",['Iain Softley'],[''],['MGM'],['Simon Boswell'],['Andrzej SekuÅ\x82a'],['Ralph Winter'],15.011083789540479,0.12767319924760606,0.0,7055.647545642367,-0.08195500000000003,0.949937638241437,3.7223147193246815
2464,b5386,w16106,o5373,hacksaw ridge,2016,40000000.0,175300000.0,3.3825,2016-11-04 00:00:00,11.0,4.0,309.0,44.0,1.0,,4.0,"""Nominated for Six Oscars, Including Two Wins.""",16.0,"['Joey King', 'John R. Leonetti', 'John R. Leonetti', 'Ryan Phillippe', 'Andrew Garfield', 'Sam Worthington', 'Luke Bracey', 'Teresa Palmer', 'Hugo Weaving', 'Rachel Griffiths', 'Vince Vaughn']",['Mel Gibson'],[''],['Lionsgate'],['Rupert Gregson-Williams'],['Simon Duggan'],[''],173.77170117604734,19.591655925111112,0.0,7.999250695862709,17.782459838392157,11.988777320822111,0.0
2465,b5394,w16117,,hair ,1979,11000000.0,15284643.0,0.389513,1979-03-14 00:00:00,3.0,1.0,73.0,10.0,0.0,,2.0,,0.0,[''],[''],[''],['MGM'],['Galt MacDermot'],['Miroslav OndrÌ\x8ciÌ\x81cÌ\x8cek'],"['Michael Butler', 'Lester Persky']",0.0,0.0,0.0,7055.647545642367,0.389513,19.65300320218855,0.779026
2466,b5397,w16128,,hairspray (1988 film),1988,2000000.0,8300000.000000001,3.1500000000000004,1988-02-26 00:00:00,2.0,1.0,57.0,8.0,0.0,,2.0,,0.0,[''],[''],[''],['New Line'],['Kenny Vance'],['David Boner'],"['John Waters', 'Robert Shaye', 'Rachel Talalay']",0.0,0.0,0.0,8.540224353427202,3.1500000000000004,3.1500000000000004,12.736538461538462
2467,b5398,w16129,,hairspray (2007 film),2007,75000000.0,202500000.0,1.7,2007-07-20 00:00:00,7.0,3.0,201.0,28.0,0.0,,2.0,,0.0,"['Nikki Blonsky', 'John Travolta', 'Michelle Pfeiffer', 'Christopher Walken', 'Amanda Bynes', 'James Marsden', 'Queen Latifah', 'Brittany Snow', 'Zac Efron']",['Adam Shankman'],['Leslie Dixon'],['New Line'],['Marc Shaiman'],['Bojan Bazelli'],"['Jennifer Gibgot', 'Neil Meron', 'Marc Shaiman', 'Craig Zadan']",370084.3342367367,1.9469078786841019,9.485851905825873,8.540224353427202,170591.72881923598,2.280908911631305,74.92505668403427
2468,,w16136,o13957,half a hero,1953,486000.0,891000.0,0.8333333333333334,2053-09-04 00:00:00,9.0,3.0,247.0,35.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,b5399,w16143,o13545,half baked,1998,8000000.0,17500000.0,1.1875,1998-01-16 00:00:00,1.0,1.0,16.0,2.0,1.0,,4.0,,0.0,"['Dave Chappelle', 'Snoop Dogg', 'Tracy Morgan']",['Tamra Davis'],[''],['Universal'],['Alf Clausen'],['Steven Bernstein'],['Robert Simonds'],13.852475812404604,1.4121244666666666,0.0,10.61034975822026,1.1875,1.6784861735433723,1.7450267118003333
2470,b5402,w16147,,half nelson ,2006,700000.0,4900000.0,6.0,2006-08-11 00:00:00,8.0,3.0,223.0,32.0,0.0,,4.0,Nominated for One Oscar.,1.0,"['Ryan Gosling', 'Anthony Mackie']",['Ryan Fleck'],"['Anna Boden', 'Ryan Fleck']",['ThinkFilm'],['Broken Social Scene'],['Andrij Parekh'],['Anna Boden'],25.74538523272505,3.9057025,7.811405,6.5185424503030305,3.9057025,5.19303475,7.0
2471,b5403,w16148,o16254,half past dead,2002,25000000.0,19200000.0,-0.23199999999999998,2002-11-15 00:00:00,11.0,4.0,319.0,45.0,1.0,,3.0,,0.0,['MoNique'],['Don Michael Paul'],[''],['Sony / Columbia'],['Tyler Bates'],['Michael Slovis'],"['Elie Samaha', 'Steven Seagal', 'Andrew Stevens']",17.18890213213505,-0.20789821428571426,0.0,2840.565765788319,3.575705090706696,-0.23199999999999998,0.03146867403682799
2472,,w16151,o17866,half shot at sunrise,1930,529000.0,929000.0,0.7561436672967864,2030-10-04 00:00:00,10.0,4.0,277.0,39.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,b5406,w16166,o2545,hall pass,2011,36000000.0,83160734.0,1.3100203888888888,2011-02-25 00:00:00,2.0,1.0,56.0,8.0,1.0,,4.0,,0.0,"['Owen Wilson', 'Jason Sudeikis', 'Jenna Fischer', 'Christina Applegate', 'Richard Jenkins']",['The Farrelly Bros.'],['The Farrelly Bros.'],['Warner Bros. (New Line)'],['Rolfe Kent'],['Matthew F. Leonetti'],"['The Farrelly Bros.', 'Bradley Thomas', 'Charles B. Wessler']",13.869903703342022,3.6065661995214877,1.068665211111111,14.43461163441468,6.503072263481185,5.916612830403689,8.683868620310033
2474,b5407,,,halloween,,325000.0,47000000.0,143.61538461538458,,,,,,,,4.0,,0.0,['Jamie Lee Curtis'],['John Carpenter'],[''],['Compass'],[''],['Ellis W. Carter'],[''],10.605132901459147,12.713837289087197,0.0,143.61538461538458,0.0,9.82531371489898,0.0
2475,b5408,w16175,,halloween (2007 film),2007,15000000.0,80200000.0,4.346666666666667,2007-08-31 00:00:00,8.0,3.0,243.0,34.0,1.0,,4.0,,0.0,[''],['Rob Zombie'],[''],['MGM (Weinstein)'],['Tyler Bates'],['Phil Parmet'],"['Malek Akkad', 'Andy Gould', 'Rob Zombie']",0.0,1.4155316650793652,0.0,7.604534029235247,3.575705090706696,1.4122873494047616,8.434426193650793
2476,b5410,w16178,o11734,halloween 4: the return of michael myers,1988,5000000.0,17768757.0,2.5537514,1988-10-21 00:00:00,10.0,4.0,295.0,42.0,0.0,,4.0,,0.0,"['Donald Pleasence', 'Ellie Cornell', 'Danielle Harris', 'George P. Wilbur']",['Dwight H. Little'],[''],['Galaxy International'],['Alan Howarth'],['Peter Lyons Collister'],['Paul Freeman'],8.91233735990712,2.978909877777778,0.0,1.003243325925926,2.772440676190476,3.1302905941961927,2.1570159794871793
2477,b5411,,,halloween 5,,5000000.0,11642254.0,1.3284508,,,,,,,,4.0,,0.0,[''],[''],[''],['Galaxy International'],[''],['Ellis W. Carter'],[''],0.0,0.0,0.0,1.003243325925926,0.0,9.82531371489898,0.0
2478,,w16179,,halloween 5: the revenge of michael myers,,3000000.0,11600000.0,2.8666666666666667,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2479,,w16181,o13546,halloween h20: 20 years later,1998,17000000.0,85000000.0,4.0,1998-08-05 00:00:00,8.0,3.0,217.0,31.0,0.0,,4.0,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480,,w16177,,halloween ii (1981 film),,2500000.0,25500000.0,9.2,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2481,b5413,w16183,,halloween ii (2009 film),2009,15000000.0,39421467.0,1.6280978000000002,2009-08-28 00:00:00,8.0,3.0,240.0,34.0,0.0,,4.0,,0.0,[''],['Rob Zombie'],['Rob Zombie'],['Weinstein / Dimension'],['Tyler Bates'],['Brandon Trost'],"['Malek Akkad', 'Andy Gould', 'Rob Zombie']",0.0,1.4155316650793652,0.32409948888888895,1.8800521962037047,3.575705090706696,1.0419935842351618,8.434426193650793
2482,b5414,w16184,o21722,halloween iii: season of the witch,1982,2500000.0,14000000.0,4.6,1982-10-22 00:00:00,10.0,4.0,295.0,42.0,0.0,,4.0,,0.0,"['Tom Atkins', 'Stacey Nelkin', 'Dan OHerlihy', 'Michael Currie']",['Tommy Lee Wallace'],[''],['Universal'],"['John Carpenter', 'Alan Howarth']",['Dean Cundey'],[''],16.180221473970473,4.6,0.0,10.61034975822026,4.508212511891234,14.3314543742672,0.0
2483,b5415,,,halloween: h20,,17000000.0,55041738.0,2.237749294117647,,,,,,,,4.0,,0.0,"['Jamie Lee Curtis', 'Josh Hartnett', 'Michelle Williams']",[''],['Matt Greenberg'],['Dimension Films'],"['Marco Beltrami', 'John Ottman']",['Daryn Okada'],[''],33.50992463747188,0.0,2.295616230261438,2.154208924080731,18.132051007749467,1.6755488368865337,0.0
2484,b5416,w16182,o16255,halloween: resurrection,2002,13000000.0,37664855.0,1.8972965384615383,2002-07-12 00:00:00,7.0,3.0,193.0,27.0,0.0,,4.0,,0.0,"['Jamie Lee Curtis', 'Katee Sackhoff']",['Rick Rosenthal'],['Sean Hood'],['Dimension Films'],['Danny Lux'],['David Geddes'],"['Michael Leahy', 'Paul Freeman']",13.20500912899433,1.8972965384615383,0.7197317192307692,2.154208924080731,0.49402271367521355,2.167731362980769,4.054312517948718
2485,b5417,w16180,o20681,halloween: the curse of michael myers,1995,5000000.0,15100000.0,2.02,1995-09-29 00:00:00,9.0,3.0,272.0,39.0,0.0,,4.0,,0.0,['Paul Rudd'],['Joe Chappelle'],[''],['Dimension Films'],"['Alan Howarth', 'Paul Rabjohns']",['Billy Dickson'],['Paul Freeman'],11.13759959344824,2.02,0.0,2.154208924080731,4.792440676190476,0.6371861428571428,2.1570159794871793
2486,b5423,,,hamlet (1996),,18000000.0,4739189.0,-0.7367117222222223,,,,,,,,3.0,Nominated for Four Oscars.,4.0,"['Kenneth Branagh', 'Kate Winslet', 'Julie Christie', 'Billy Crystal', 'Judi Dench', 'Rufus Sewell', 'Robin Williams']",['Kenneth Branagh'],[''],['Sony / Columbia'],['Patrick Doyle'],['Ellis W. Carter'],[''],362567.8129385207,4.5275698621492655,0.0,2840.565765788319,6.263266075389097,9.82531371489898,0.0
2487,b5425,w16206,o16578,hamlet 2,2008,9000000.0,4925288.0,-0.4527457777777778,2008-08-22 00:00:00,8.0,3.0,235.0,33.0,0.0,,4.0,,0.0,"['Steve Coogan', 'Catherine Keener', 'Amy Poehler', 'David Arquette', 'Elisabeth Shue']",['Andrew Fleming'],"['Andrew Fleming', 'Pam Brady']",['Focus Features'],"['Ralph Sall', 'Steve Brown']",['Alexander Gruszynski'],"['Albert Berger', 'Aaron Ryder', 'Ron Yerxa']",19.629720591780302,0.44534692803418807,2.111252365668489,9.396704610602326,-0.9054915555555556,0.6632212301830885,20.235489379499974
2488,b5429,w16217,,hancock ,2008,150000000.0,624386746.0,3.1625783066666666,2008-07-02 00:00:00,7.0,3.0,184.0,26.0,1.0,,3.0,,0.0,"['Will Smith', 'Charlize Theron', 'Jason Bateman']",['Peter Berg'],[''],['Sony / Columbia'],['John Powell'],['Tobias A. Schliessler'],"['Ian Bryce', 'Akiva Goldsman', 'James Lassiter', 'Will Smith']",24.16845761944958,2.793023252977939,0.0,2840.565765788319,5.341591911743983,19.306847853267975,27.28181866918279
2489,,w16226,,handle with care (1958 film),,426000.0,325000.0,-0.2370892018779343,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490,b5431,w16231,o5375,hands of stone,2016,20000000.0,5000000.0,-0.75,2016-08-26 00:00:00,8.0,3.0,239.0,34.0,0.0,,4.0,,0.0,"['Usher', 'Ellen Barkin', 'Ana de Armas', 'Robert DeNiro', 'Edgar Ramirez', 'John Turturro']",['Jonathan Jakubowicz'],[''],['Weinstein Company'],['Angelo Milli'],['Miguel Ioann Littin'],"['Jay Weisleder', 'Carlos Garcia de Paredes', 'Claudine Jakubowicz', 'Jonathan Jakubowicz']",26.296328448144497,-0.75,0.0,14.278162687435959,-0.75,-0.75,-3.0
2491,b5434,w16240,o5551,hang 'em high,1968,1600000.0,6800000.0,3.25,2068-08-03 00:00:00,8.0,3.0,216.0,31.0,0.0,,2.0,,0.0,['Clint Eastwood'],['Ted Post'],[''],['United Artists'],['Dominic Frontiere'],"['Richard H. Kline', 'Leonard J. South']",['Leonard Freeman'],51108.62656329455,3.1570554010695187,0.0,11.766353848867976,4.306421867857143,4.342343947463689,3.25
2492,b5436,,,hanging up,,60000000.0,51880044.0,-0.1353326,,,,,,,,3.0,,0.0,"['Meg Ryan', 'Diane Keaton', 'Lisa Kudrow', 'Walter Matthau']",['Diane Keaton'],"['Delia Ephron', 'Nora Ephron']",['Sony / Columbia'],['David Hirschfelder'],['Ellis W. Carter'],"['Nora Ephron', 'Laurence Mark']",305283.0304640217,-0.1353326,644449.2708649304,2840.565765788319,7.523439064663462,9.82531371489898,966677.6474429457
2493,b5437,,,hangman's curse,,2000000.0,168406.0,-0.915797,,,,,,,,3.0,,0.0,['Leighton Meester'],[''],[''],['Fox'],[''],['Ellis W. Carter'],['Ralph Winter'],1.606911004868584,0.0,0.0,7.210996848464946,0.0,9.82531371489898,3.7223147193246815
2494,b5440,w16261,,hanna ,2011,30000000.0,63782078.0,1.1260692666666667,2011-04-08 00:00:00,4.0,2.0,98.0,14.0,0.0,,3.0,,0.0,"['Eric Bana', 'Cate Blanchett', 'Jason Flemyng', 'Tom Hollander', 'Saoirse Ronan', 'Olivia Williams']",['Joe Wright'],[''],['Focus Features'],['The Chemical Brothers'],['Alwin H. KuÌ\x88chler'],"['Leslie Holleran', 'Marty Adelstein', 'Scott Nemes']",57.99560300713517,0.20677491111111113,0.0,9.396704610602326,1.1260692666666667,2.8188205955882353,3.3782078
2495,b5441,w16264,o11735,hanna's war,23-Nov-88,20000000.0,139796.0,-0.9930101999999998,1988-11-23 00:00:00,11.0,4.0,328.0,47.0,1.0,,3.0,,0.0,"['Ellen Burstyn', 'Maruschka Detmers', 'Anthony Andrews', 'Donald Pleasence']",['Menahem Golan'],[''],['Cannon Films'],['Dov Seltzer'],['ElemeÌ\x81r RagaÌ\x81lyi'],['Menahem Golan'],9.80359457553087,-0.00983843333333323,0.0,3.0033779302371233,-0.9930101999999998,-0.4607034593749999,4.637888459482526
2496,b5446,w16265,o8390,hannah and her sisters,1986,6400000.0,40100000.0,5.265625,1986-02-07 00:00:00,2.0,1.0,38.0,5.0,0.0,,3.0,"""Nominated for Seven Oscars, Including Three Wins.""",22.0,"['Woody Allen', 'Michael Caine', 'Mia Farrow', 'Carrie Fisher', 'Barbara Hershey']",['Woody Allen'],['Woody Allen'],['Orion Pictures'],['no credit'],"['Carlo Di Palma', '', 'A.I.C.']",['Robert Greenhut'],276253.6540594502,7.441197198318483,7.502156379753256,13.29479603539574,27.265625,34.524561336309525,6.600793155505082
2497,b5443,w16268,o18714,hannah montana: the movie,2009,30000000.0,155500000.0,4.183333333333334,2009-04-10 00:00:00,4.0,2.0,100.0,14.0,0.0,,7.0,,0.0,"['Miley Cyrus', 'Lucas Till']",['Peter Chelsom'],[''],['Buena Vista'],['John Debney'],['David Hennings'],"['David Blocker', 'Billy Ray Cyrus', 'Alfred Gough', 'Miles Millar', 'Steven Peterman', 'Michael Poryes']",15.258199186055712,1.3925404946031745,0.0,7.158891728638755,4.311942216370942,1.0966944918039216,21.639006429501
2498,b5450,,,hannibal,,87000000.0,351692268.0,3.042439862068965,,,,,,,,4.0,,0.0,"['Anthony Hopkins', 'Julianne Moore', 'Gary Oldman']",['Ridley Scott'],"['David Mamet', 'Steven Zaillian']",['MGM'],"['Klaus Badelt', 'Hans Zimmer']",['Ellis W. Carter'],['Ridley Scott'],23.052932798400363,11.641530167974231,17.180522019343144,7055.647545642367,23.29872976747196,9.82531371489898,6.829489804598384
2499,,w16271,,hannibal ,,87000000.0,351600000.0,3.041379310344829,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
